暫編地號,原地號,所屬街廓,重劃前區段,a 面積(㎡),街廓面積(㎡),正面長度(m),平均深度(m),A 地價比,l₂ 正面尺度,l₁ 側面尺度,街角地,第1筆街角,街角側別,F(m),W(m),Rw(%),S(m),幾何面積(㎡),G(㎡),累積S(m),推進側別,解法,迭代次數,是否收斂,負擔比率,宗地寬度(m),畸零地旗標
628-22(2),628-22,R5,b,890.41,4150.21,92.8,45.04,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,11.06,520.43,520.42,19.97,right,幾何二分法,15,✅,0.4155,11.01,
R5-抵費地-1,—,R5,—,0.0,4150.21,92.8,45.04,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1605.03,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R5-抵費地-2,—,R5,—,0.0,4150.21,92.8,45.04,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,300.52,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-42(1),628-42,R2,b,8.34,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,7.11,0.57,0.11,4.77,4.77,8.82,left,幾何二分法,18,✅,0.4281,0.11,⚠️移出/第1調配順位
628-41(1),628-41,R2,b,319.3,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,11.18,20.19,4.08,183.23,183.23,12.9,left,幾何二分法,17,✅,0.4262,4.07,
628-40(1),628-40,R2,b,513.93,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,17.82,23.07,6.66,298.6,298.61,19.57,left,幾何二分法,17,✅,0.419,6.64,
628-30(2),628-30,R2,b,150.3,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,19.82,0.46,2.0,89.79,89.79,21.57,left,幾何二分法,16,✅,0.4026,2.0,⚠️移出/第1調配順位
628-39(1),628-39,R2,b,395.15,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,25.09,0.0,5.29,236.53,236.54,26.86,left,幾何二分法,16,✅,0.4014,5.28,
628-31(2),628-31,R2,b,672.66,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,34.08,0.0,9.01,402.65,402.64,35.87,left,幾何二分法,16,✅,0.4014,8.99,
628-34(1),628-34,R2,b,874.62,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,11.87,523.24,523.24,11.87,right,幾何二分法,16,✅,0.4018,11.84,
628-49(1),628-49,R2,b,109.39,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,1.48,65.45,65.45,13.36,right,幾何二分法,17,✅,0.4017,1.48,⚠️移出/第1調配順位
628-50(1),628-50,R2,b,246.0,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,3.33,147.19,147.18,16.69,right,幾何二分法,17,✅,0.4017,3.32,⚠️移出/第1調配順位
628-51(1),628-51,R2,b,245.0,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,3.32,146.58,146.59,20.01,right,幾何二分法,16,✅,0.4017,3.31,⚠️移出/第1調配順位
628-52(1),628-52,R2,b,119.66,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,1.62,71.59,71.6,21.62,right,幾何二分法,16,✅,0.4016,1.62,⚠️移出/第1調配順位
628-32(2),628-32,R2,b,735.76,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,9.94,440.25,440.25,31.57,right,幾何二分法,16,✅,0.4016,9.92,
R2-抵費地-1,—,R2,—,0.0,4368.6,100.03,43.9,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1449.68,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R2-抵費地-2,—,R2,—,0.0,4368.6,100.03,43.9,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,309.05,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-34(2),628-34,R3,b,429.35,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,5.72,250.25,250.24,5.72,left,幾何二分法,15,✅,0.4172,5.7,
628-46(1),628-46,R3,b,124.85,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,1.66,72.78,72.77,7.38,left,幾何二分法,16,✅,0.4171,1.65,⚠️移出/第1調配順位
628-48(1),628-48,R3,b,627.61,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,8.34,365.83,365.83,15.72,left,幾何二分法,16,✅,0.4171,8.3,
628-32(3),628-32,R3,b,722.88,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,9.58,421.41,421.41,25.3,left,幾何二分法,14,✅,0.417,9.54,
628-42(2),628-42,R3,b,153.46,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,8.9,10.09,1.91,85.56,85.57,10.64,right,幾何二分法,16,✅,0.4424,1.9,⚠️移出/第1調配順位
628-45(2),628-45,R3,b,362.38,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,13.43,19.86,4.55,203.61,203.61,15.19,right,幾何二分法,16,✅,0.4381,4.53,
628-29(1),628-29,R3,b,228.0,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,16.31,9.69,2.89,129.19,129.2,18.08,right,幾何二分法,17,✅,0.4333,2.88,⚠️移出/第1調配順位
628-30(3),628-30,R3,b,783.29,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,26.47,4.66,10.2,455.06,455.05,28.28,right,幾何二分法,15,✅,0.4191,10.16,
628-31(3),628-31,R3,b,652.89,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,34.99,0.0,8.56,380.79,380.78,36.84,right,幾何二分法,12,✅,0.4168,8.52,
R3-抵費地-1,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1533.39,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R3-抵費地-2,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,308.93,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
