街廓,n,k_naive,k*,J(naive),J(k*),ΣRw_L理論@k*(%),ΣRw_R理論@k*(%),ΣRw_L實跑(%),ΣRw_R實跑(%),ΣG(㎡),Σ配地幾何(㎡),池總=幾何剩餘(㎡),角落抵費地L(㎡),角落抵費地R(㎡),中央池(㎡),守恆殘差(㎡),判定,note,幾何片明細(㎡),片數
R1,5,3,2,60.4751,66.517,100.0,100.0,100.0,100.0,1734.5,1734.49,1159.06,0.0,0.0,1159.06,0.01,✅,,"[1153.76, 5.3]",2
R2,13,7,6,44.9548,44.9548,100.0,0.0,100.02,0,2497.36,2497.37,1870.77,0.0,0.0,1870.77,-0.47,✅,,[1870.77],1
R3,10,5,5,44.8987,44.8987,0.0,100.0,0,99.99,2473.1,2473.12,1733.2,0.0,0.0,1733.2,-0.49,✅,,"[1655.01, 78.19]",2
R4,2,1,1,63.3575,63.3575,100.0,90.95,100.0,90.98,1994.83,1994.84,1212.96,0.0,0.0,1212.96,-0.08,✅,,[1212.96],1
R5,9,5,4,43.5305,43.5305,100.0,0.0,100.02,0,2467.3,2467.26,1682.84,0.0,0.0,1682.84,-0.07,✅,,[1682.84],1
R6,7,4,3,43.3815,43.3815,0.0,100.0,0,99.98,2244.94,2244.94,1731.1,0.0,0.0,1731.1,-0.27,✅,,"[1645.44, 85.66]",2
