暫編地號,原地號,所屬街廓,重劃前區段,a 面積(㎡),街廓面積(㎡),正面長度(m),平均深度(m),A 地價比,l₂ 正面尺度,l₁ 側面尺度,街角地,第1筆街角,街角側別,F(m),W(m),Rw(%),S(m),幾何面積(㎡),G(㎡),累積S(m),推進側別,解法,迭代次數,是否收斂,負擔比率,宗地寬度(m),畸零地旗標
628-37(1),628-37,R1,a,350.76,2893.55,87.31,32.97,1.7364,0.0,1.0,是,是,左側,33.25,6.46,52.6,6.48,208.17,208.17,6.48,left,幾何二分法,18,✅,0.4065,6.46,
628-35(2),628-35,R1,b,1039.0,2893.55,87.31,32.97,2.0429,0.0,1.0,否,否,—,33.25,24.49,47.38,18.09,599.92,599.91,24.57,left,幾何二分法,17,✅,0.4226,18.03,
628(5),628,R1,a,382.91,2893.55,87.31,32.97,1.7364,0.0,1.0,是,是,右側,33.27,9.77,69.99,9.8,223.44,223.44,9.8,right,幾何二分法,15,✅,0.4165,9.77,
628-34(3),628-34,R1,b,152.34,2893.55,87.31,32.97,2.0429,0.0,1.0,否,否,—,33.27,12.37,11.5,2.61,86.58,86.58,12.41,right,幾何二分法,16,✅,0.4317,2.6,⚠️移出/第1調配順位
628-36(1),628-36,R1,a,947.97,2893.55,87.31,32.97,1.7364,0.0,1.0,否,否,—,33.27,30.42,18.52,18.11,599.96,599.96,30.52,right,幾何二分法,16,✅,0.3671,18.05,
R1-抵費地-1,—,R1,—,0.0,2893.55,87.31,32.97,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1170.17,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R1-抵費地-2,—,R1,—,0.0,2893.55,87.31,32.97,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,5.3,0.0,0.0,抵費地,幾何剩餘,0,⚠️ < 最小分配,0.0,,
628-41(1),628-41,R2,b,319.3,4368.6,100.03,43.9,1.8386,2.0,1.0,是,是,左側,44.95,5.59,47.54,5.6,169.29,169.29,5.6,left,幾何二分法,18,✅,0.4698,5.59,
628-42(1),628-42,R2,b,8.34,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,5.7,0.63,0.11,4.74,4.75,5.71,left,幾何二分法,18,✅,0.4305,0.11,⚠️移出/第1調配順位
628-40(1),628-40,R2,b,513.93,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,12.25,32.8,6.57,294.81,294.81,12.28,left,幾何二分法,18,✅,0.4264,6.55,
628-30(2),628-30,R2,b,150.3,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,14.19,7.45,1.94,87.06,87.05,14.22,left,幾何二分法,17,✅,0.4208,1.94,⚠️移出/第1調配順位
628-39(1),628-39,R2,b,395.15,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,19.35,11.54,5.18,232.03,232.03,19.4,left,幾何二分法,17,✅,0.4128,5.17,
628-31(2),628-31,R2,b,654.32,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,28.08,0.0,8.75,391.69,391.69,28.15,left,幾何二分法,17,✅,0.4014,8.73,
628-35(1),628-35,R2,b,98.54,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,1.34,58.95,58.95,1.34,right,幾何二分法,16,✅,0.4018,1.34,⚠️移出/第1調配順位
628-34(1),628-34,R2,b,722.28,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,9.8,432.11,432.11,11.14,right,幾何二分法,16,✅,0.4017,9.78,
628-49(1),628-49,R2,b,109.39,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,1.48,65.44,65.45,12.62,right,幾何二分法,10,✅,0.4017,1.48,⚠️移出/第1調配順位
628-50(1),628-50,R2,b,246.0,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,3.33,147.18,147.18,15.95,right,幾何二分法,17,✅,0.4017,3.32,⚠️移出/第1調配順位
628-51(1),628-51,R2,b,245.0,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,3.32,146.59,146.59,19.27,right,幾何二分法,17,✅,0.4017,3.31,⚠️移出/第1調配順位
628-52(1),628-52,R2,b,119.66,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,1.62,71.6,71.6,20.89,right,幾何二分法,17,✅,0.4016,1.62,⚠️移出/第1調配順位
628-32(2),628-32,R2,b,730.37,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,9.87,437.03,437.02,30.76,right,幾何二分法,15,✅,0.4016,9.85,
R2-抵費地,—,R2,—,0.0,4368.6,100.03,43.9,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1829.98,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628(1),628,R4,a,2428.44,3207.87,98.89,32.59,1.7364,0.0,1.0,是,是,左側,33.27,46.87,100.0,46.92,1521.05,1521.05,46.92,left,幾何二分法,17,✅,0.3737,46.87,
628-1(1),628-1,R4,a,757.92,3207.87,98.89,32.59,1.7364,0.0,1.0,是,是,右側,33.08,14.79,90.57,14.81,456.92,456.93,14.81,right,幾何二分法,16,✅,0.3971,14.79,
R4-抵費地,—,R4,—,0.0,3207.87,98.89,32.59,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1229.83,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-18(2),628-18,R5,b,381.09,4150.21,92.8,45.04,1.9407,2.0,1.0,是,是,左側,43.53,6.33,51.9,6.36,199.24,199.25,6.36,left,幾何二分法,18,✅,0.4772,6.33,
628-7(2),628-7,R5,b,436.69,4150.21,92.8,45.04,1.9407,2.0,1.0,否,否,—,43.53,11.88,27.6,5.57,244.05,244.05,11.93,left,幾何二分法,17,✅,0.4411,5.55,
628-20(2),628-20,R5,b,634.4,4150.21,92.8,45.04,1.9407,2.0,1.0,否,否,—,43.53,20.05,20.52,8.21,362.09,362.08,20.14,left,幾何二分法,15,✅,0.4293,8.17,
628-21(2),628-21,R5,b,806.84,4150.21,92.8,45.04,1.9407,2.0,1.0,否,否,—,43.53,30.56,0.0,10.56,470.61,470.6,30.7,left,幾何二分法,14,✅,0.4167,10.51,
628(3),628,R5,a,236.68,4150.21,92.8,45.04,1.6496,2.0,0.0,否,否,—,0.0,0.0,0.0,3.12,148.71,148.72,3.12,right,幾何二分法,14,✅,0.3716,3.11,⚠️移出/第1調配順位
628-23(2),628-23,R5,b,724.48,4150.21,92.8,45.04,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,8.94,423.55,423.55,12.06,right,幾何二分法,16,✅,0.4154,8.9,
628-22(2),628-22,R5,b,890.41,4150.21,92.8,45.04,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,11.09,520.37,520.36,23.15,right,幾何二分法,15,✅,0.4156,11.04,
628-32(1),628-32,R5,b,5.39,4150.21,92.8,45.04,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,0.07,3.15,3.15,23.22,right,幾何二分法,17,✅,0.4156,0.07,⚠️移出/第1調配順位
628-31(1),628-31,R5,b,18.34,4150.21,92.8,45.04,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,0.23,10.71,10.72,23.45,right,幾何二分法,16,✅,0.4155,0.23,⚠️移出/第1調配順位
R5-抵費地,—,R5,—,0.0,4150.21,92.8,45.04,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1767.38,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628(4),628,R3,a,71.69,4206.8,93.41,43.64,1.6496,2.0,0.0,否,否,—,0.0,0.0,0.0,1.03,44.89,44.9,1.03,left,幾何二分法,18,✅,0.3737,1.03,⚠️移出/第1調配順位
628-34(2),628-34,R3,b,429.35,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,5.72,250.25,250.25,6.75,left,幾何二分法,13,✅,0.4171,5.7,
628-46(1),628-46,R3,b,124.85,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,1.66,72.77,72.77,8.41,left,幾何二分法,13,✅,0.4171,1.65,⚠️移出/第1調配順位
628-48(1),628-48,R3,b,627.61,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,8.34,365.83,365.84,16.75,left,幾何二分法,18,✅,0.4171,8.3,
628-32(3),628-32,R3,b,722.88,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,9.58,421.41,421.41,26.33,left,幾何二分法,16,✅,0.417,9.54,
628-45(2),628-45,R3,b,362.38,4206.8,93.41,43.64,1.9407,2.0,1.0,是,是,右側,44.9,4.46,40.66,4.48,195.24,195.25,4.48,right,幾何二分法,17,✅,0.4612,4.46,
628-42(2),628-42,R3,b,153.46,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,6.35,11.35,1.9,85.07,85.07,6.38,right,幾何二分法,18,✅,0.4457,1.89,⚠️移出/第1調配順位
628-29(1),628-29,R3,b,228.0,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,9.18,15.15,2.84,127.07,127.06,9.22,right,幾何二分法,17,✅,0.4427,2.83,⚠️移出/第1調配順位
628-30(3),628-30,R3,b,783.29,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,19.08,32.84,9.94,444.03,444.04,19.16,right,幾何二分法,16,✅,0.4331,9.9,
628-31(3),628-31,R3,b,652.89,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,27.59,0.0,8.54,380.81,380.81,27.7,right,幾何二分法,16,✅,0.4167,8.5,
R3-抵費地-1,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1740.61,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R3-抵費地-2,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,78.19,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-1(2),628-1,R6,a,238.9,3976.3,85.85,44.59,1.5628,2.0,0.0,否,否,—,0.0,0.0,0.0,3.23,153.18,153.19,3.23,left,幾何二分法,17,✅,0.3588,3.22,⚠️移出/第1調配順位
628-4(1),628-4,R6,b,1154.0,3976.3,85.85,44.59,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,14.73,692.08,692.09,17.96,left,幾何二分法,17,✅,0.4003,14.68,
628-21(1),628-21,R6,b,723.48,3976.3,85.85,44.59,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,9.35,433.68,433.68,27.31,left,幾何二分法,18,✅,0.4006,9.32,
628-18(1),628-18,R6,b,551.09,3976.3,85.85,44.59,1.8386,2.0,1.0,是,是,右側,43.38,10.39,72.91,10.43,295.6,295.59,10.43,right,幾何二分法,16,✅,0.4636,10.4,
628-38(1),628-38,R6,b,205.6,3976.3,85.85,44.59,1.8386,2.0,1.0,否,否,—,43.38,13.1,11.48,2.72,118.6,118.61,13.15,right,幾何二分法,17,✅,0.4231,2.71,⚠️移出/第1調配順位
628-7(1),628-7,R6,b,522.97,3976.3,85.85,44.59,1.8386,2.0,1.0,否,否,—,43.38,20.07,15.62,6.99,306.91,306.91,20.14,right,幾何二分法,17,✅,0.4131,6.97,
628-20(1),628-20,R6,b,570.15,3976.3,85.85,44.59,1.8386,2.0,1.0,否,否,—,43.38,27.75,0.0,7.71,341.14,341.15,27.85,right,幾何二分法,16,✅,0.4016,7.69,
R6-抵費地-1,—,R6,—,0.0,3976.3,85.85,44.59,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1548.89,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R6-抵費地-2,—,R6,—,0.0,3976.3,85.85,44.59,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,85.66,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
