暫編地號,原地號,所屬街廓,重劃前區段,a 面積(㎡),街廓面積(㎡),正面長度(m),平均深度(m),A 地價比,l₂ 正面尺度,l₁ 側面尺度,街角地,第1筆街角,街角側別,F(m),W(m),Rw(%),S(m),幾何面積(㎡),G(㎡),累積S(m),推進側別,解法,迭代次數,是否收斂,負擔比率,宗地寬度(m),畸零地旗標
628-7(1),628-7,R6,b,2496.31,3976.3,85.85,44.59,1.8386,2.0,1.0,否,否,—,43.38,51.28,0.0,33.36,1494.6,1494.39,51.45,right,幾何二分法,16,✅,0.4014,33.25,
R6-抵費地-1,—,R6,—,0.0,3976.3,85.85,44.59,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,187.57,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R6-抵費地-2,—,R6,—,0.0,3976.3,85.85,44.59,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,85.71,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-18(2),628-18,R5,b,477.91,4150.21,92.8,45.04,1.9407,2.0,1.0,否,否,—,43.53,12.72,29.21,6.1,267.35,267.47,12.77,left,幾何二分法,18,✅,0.4403,6.07,
628-7(2),628-7,R5,b,436.69,4150.21,92.8,45.04,1.9407,2.0,1.0,否,否,—,43.53,18.32,17.12,5.63,248.31,248.1,18.4,left,幾何二分法,17,✅,0.4319,5.61,
628-20(2),628-20,R5,b,788.19,4150.21,92.8,45.04,1.9407,2.0,1.0,否,否,—,43.53,28.61,0.0,10.33,459.49,459.69,28.73,left,幾何二分法,17,✅,0.4168,10.29,
628-21(2),628-21,R5,b,806.84,4150.21,92.8,45.04,1.9407,2.0,1.0,否,否,—,43.53,39.03,0.0,10.47,470.85,470.76,39.2,left,幾何二分法,14,✅,0.4165,10.43,
74·G016@R5,74·G016,R5,74avg·R5,1228.89,4150.21,92.8,45.04,1.9213,2.0,1.0,否,否,—,43.53,54.78,0.0,15.81,720.81,720.96,55.01,left,幾何二分法,13,✅,0.4133,15.74,
628-23(2),628-23,R5,b,736.59,4150.21,92.8,45.04,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,9.06,430.66,430.68,9.06,right,幾何二分法,15,✅,0.4153,9.02,
628-22(2),628-22,R5,b,891.09,4150.21,92.8,45.04,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,11.07,520.95,520.82,20.13,right,幾何二分法,11,✅,0.4155,11.02,
74·G003@R5,74·G003,R5,74avg·R5,1116.44,4150.21,92.8,45.04,1.9213,2.0,0.0,否,否,—,0.0,0.0,0.0,14.11,655.62,655.46,34.24,right,幾何二分法,16,✅,0.4129,14.05,
R5-抵費地-1,—,R5,—,0.0,4150.21,92.8,45.04,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,212.84,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R5-抵費地-2,—,R5,—,0.0,4150.21,92.8,45.04,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,163.35,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-41(1),628-41,R2,b,561.0,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,14.2,32.68,7.2,323.16,323.03,14.24,left,幾何二分法,18,✅,0.4242,7.18,
628-40(1),628-40,R2,b,628.71,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,22.48,11.5,8.3,371.91,371.86,22.54,left,幾何二分法,18,✅,0.4085,8.28,
628-39(1),628-39,R2,b,489.0,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,29.01,0.0,6.54,292.57,292.72,29.08,left,幾何二分法,15,✅,0.4014,6.52,
628-31(2),628-31,R2,b,795.25,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,39.64,0.0,10.66,476.0,476.01,39.74,left,幾何二分法,16,✅,0.4014,10.63,
74·G003@R2,74·G003,R2,74avg·R2,412.66,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,45.17,0.0,5.54,246.94,246.98,45.28,left,幾何二分法,17,✅,0.4015,5.53,
74·G012@R2,74·G012,R2,74avg·R2,261.0,4368.6,100.03,43.9,1.8386,2.0,1.0,否,否,—,44.95,48.67,0.0,3.51,156.3,156.21,48.79,left,幾何二分法,16,✅,0.4015,3.5,
628-34(1),628-34,R2,b,1005.65,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,13.65,601.7,601.64,13.65,right,幾何二分法,17,✅,0.4017,13.62,
628-32(2),628-32,R2,b,867.95,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,11.75,519.4,519.31,25.4,right,幾何二分法,17,✅,0.4017,11.72,
74·G025@R2,74·G025,R2,74avg·R2,459.94,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,6.21,275.05,275.21,31.61,right,幾何二分法,16,✅,0.4016,6.19,
74·G016@R2,74·G016,R2,74avg·R2,454.22,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,6.13,271.87,271.81,37.74,right,幾何二分法,16,✅,0.4016,6.11,
74·G033@R2,74·G033,R2,74avg·R2,262.26,4368.6,100.03,43.9,1.8386,2.0,0.0,否,否,—,0.0,0.0,0.0,3.54,157.17,156.94,41.28,right,幾何二分法,14,✅,0.4016,3.53,
R2-抵費地-1,—,R2,—,0.0,4368.6,100.03,43.9,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,442.75,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R2-抵費地-2,—,R2,—,0.0,4368.6,100.03,43.9,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,233.79,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-34(2),628-34,R3,b,442.5,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,5.89,257.76,257.91,5.89,left,幾何二分法,15,✅,0.4172,5.86,
628-48(1),628-48,R3,b,737.0,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,9.8,429.79,429.59,15.69,left,幾何二分法,16,✅,0.4171,9.76,
628-32(3),628-32,R3,b,853.05,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,11.31,497.45,497.29,27.0,left,幾何二分法,15,✅,0.417,11.26,
74·G004@R3,74·G004,R3,74avg·R3,267.6,4206.8,93.41,43.64,1.9349,2.0,0.0,否,否,—,0.0,0.0,0.0,3.55,156.46,156.25,30.55,left,幾何二分法,17,✅,0.4161,3.53,
628-31(3),628-31,R3,b,773.75,4206.8,93.41,43.64,1.9407,2.0,0.0,否,否,—,0.0,0.0,0.0,10.22,451.27,451.13,40.77,left,幾何二分法,17,✅,0.417,10.18,
628-42(2),628-42,R3,b,770.0,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,16.7,40.53,9.69,433.21,433.28,16.77,right,幾何二分法,13,✅,0.4373,9.65,
74·G025@R3,74·G025,R3,74avg·R3,307.92,4206.8,93.41,43.64,1.9349,2.0,1.0,否,否,—,44.9,20.68,3.5,4.0,178.5,178.5,20.77,right,幾何二分法,16,✅,0.4203,3.98,
628-45(2),628-45,R3,b,1111.56,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,35.18,0.0,14.56,648.11,648.3,35.33,right,幾何二分法,16,✅,0.4168,14.5,
628-30(3),628-30,R3,b,834.95,4206.8,93.41,43.64,1.9407,2.0,1.0,否,否,—,44.9,46.11,0.0,10.98,487.06,486.9,46.31,right,幾何二分法,16,✅,0.4169,10.93,
R3-抵費地-1,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,389.85,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R3-抵費地-2,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,277.35,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
