暫編地號,原地號,所屬街廓,重劃前區段,a 面積(㎡),街廓面積(㎡),正面長度(m),平均深度(m),A 地價比,l₂ 正面尺度,l₁ 側面尺度,街角地,第1筆街角,街角側別,F(m),W(m),Rw(%),S(m),幾何面積(㎡),G(㎡),累積S(m),推進側別,解法,迭代次數,是否收斂,負擔比率,宗地寬度(m),畸零地旗標
628-40(1),628-40,R2,b,628.71,4368.6,100.03,43.9,1.9024,2.0,1.0,否,否,—,44.95,16.5,31.98,7.98,357.84,357.84,16.54,left,幾何二分法,18,✅,0.4308,7.96,
628-39(1),628-39,R2,b,489.0,4368.6,100.03,43.9,1.9024,2.0,1.0,否,否,—,44.95,22.88,4.1,6.4,286.47,286.46,22.94,left,幾何二分法,14,✅,0.4142,6.38,
628-31(2),628-31,R2,b,776.91,4368.6,100.03,43.9,1.9024,2.0,1.0,否,否,—,44.95,33.09,0.0,10.23,457.65,457.65,33.17,left,幾何二分法,18,✅,0.4109,10.2,
74·G025@R2,74·G025,R2,74avg·R2,527.8,4368.6,100.03,43.9,1.9024,2.0,1.0,否,否,—,44.95,40.04,0.0,6.97,310.88,310.88,40.14,left,幾何二分法,14,✅,0.411,6.95,
628-34(1),628-34,R2,b,1005.65,4368.6,100.03,43.9,1.9024,2.0,0.0,否,否,—,0.0,0.0,0.0,13.43,592.06,592.05,13.43,right,幾何二分法,17,✅,0.4113,13.4,
628-32(2),628-32,R2,b,862.56,4368.6,100.03,43.9,1.9024,2.0,0.0,否,否,—,0.0,0.0,0.0,11.49,507.88,507.87,24.92,right,幾何二分法,16,✅,0.4112,11.46,
74·G016@R2,74·G016,R2,74avg·R2,1096.88,4368.6,100.03,43.9,1.9024,2.0,0.0,否,否,—,0.0,0.0,0.0,14.57,645.92,645.91,39.49,right,幾何二分法,15,✅,0.4111,14.53,
74·G012@R2,74·G012,R2,74avg·R2,267.55,4368.6,100.03,43.9,1.9024,2.0,0.0,否,否,—,0.0,0.0,0.0,3.55,157.56,157.56,43.04,right,幾何二分法,15,✅,0.4111,3.54,
R2-抵費地,—,R2,—,0.0,4368.6,100.03,43.9,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,750.17,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-34(2),628-34,R3,b,442.5,4206.8,93.41,43.64,1.8023,2.0,0.0,否,否,—,0.0,0.0,0.0,6.1,267.05,267.05,6.1,left,幾何二分法,17,✅,0.3965,6.07,
628-48(1),628-48,R3,b,737.0,4206.8,93.41,43.64,1.8023,2.0,0.0,否,否,—,0.0,0.0,0.0,10.14,444.83,444.82,16.24,left,幾何二分法,16,✅,0.3964,10.1,
628-32(3),628-32,R3,b,858.44,4206.8,93.41,43.64,1.8023,2.0,0.0,否,否,—,0.0,0.0,0.0,11.78,518.17,518.18,28.02,left,幾何二分法,17,✅,0.3964,11.73,
74·G025@R3,74·G025,R3,74avg·R3,621.1,4206.8,93.41,43.64,1.7969,2.0,0.0,否,否,—,0.0,0.0,0.0,8.51,375.46,375.46,36.53,left,幾何二分法,17,✅,0.3955,8.47,
628-45(2),628-45,R3,b,1111.56,4206.8,93.41,43.64,1.8023,2.0,1.0,是,是,右側,44.9,14.28,88.78,14.34,636.4,636.4,14.34,right,幾何二分法,17,✅,0.4275,14.28,
628-42(2),628-42,R3,b,770.0,4206.8,93.41,43.64,1.8023,2.0,1.0,否,否,—,44.9,24.56,11.22,10.32,460.65,460.65,24.66,right,幾何二分法,15,✅,0.4018,10.28,
628-30(3),628-30,R3,b,834.95,4206.8,93.41,43.64,1.8023,2.0,1.0,否,否,—,44.9,35.85,0.0,11.33,504.22,504.22,35.99,right,幾何二分法,17,✅,0.3961,11.28,
628-31(3),628-31,R3,b,792.09,4206.8,93.41,43.64,1.8023,2.0,1.0,否,否,—,44.9,46.59,0.0,10.78,478.27,478.28,46.77,right,幾何二分法,15,✅,0.3962,10.73,
R3-抵費地-1,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,444.02,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R3-抵費地-2,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,78.19,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
