暫編地號,原地號,所屬街廓,重劃前區段,a 面積(㎡),街廓面積(㎡),正面長度(m),平均深度(m),A 地價比,l₂ 正面尺度,l₁ 側面尺度,街角地,第1筆街角,街角側別,F(m),W(m),Rw(%),S(m),幾何面積(㎡),G(㎡),累積S(m),推進側別,解法,迭代次數,是否收斂,負擔比率,宗地寬度(m),畸零地旗標
628-1(1),628-1,R4,a,949.59,3207.87,98.89,32.59,1.7206,0.0,1.0,是,是,右側,33.08,18.47,100.0,18.49,578.86,578.87,18.49,right,幾何二分法,16,✅,0.3904,18.47,
74·G014@R4,74·G014,R4,74avg·R4,193.8,3207.87,98.89,32.59,1.7206,0.0,1.0,否,否,—,33.08,22.22,0.0,3.75,124.27,124.28,22.24,right,幾何二分法,13,✅,0.3587,3.75,
74·G033@R4,74·G033,R4,74avg·R4,209.1,3207.87,98.89,32.59,1.7206,0.0,1.0,否,否,—,33.08,26.27,0.0,4.05,134.09,134.09,26.29,right,幾何二分法,15,✅,0.3587,4.05,
74·G004@R4,74·G004,R4,74avg·R4,209.1,3207.87,98.89,32.59,1.7206,0.0,1.0,否,否,—,33.08,30.32,0.0,4.05,134.09,134.09,30.34,right,幾何二分法,12,✅,0.3587,4.05,
R4-抵費地,—,R4,—,0.0,3207.87,98.89,32.59,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,249.13,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-4(1),628-4,R6,b,1295.0,3976.3,85.85,44.59,2.0243,2.0,0.0,否,否,—,0.0,0.0,0.0,15.72,740.75,740.75,15.72,left,幾何二分法,18,✅,0.428,15.67,
74·G016@R6,74·G016,R6,74avg·R6,348.24,3976.3,85.85,44.59,2.0029,2.0,0.0,否,否,—,0.0,0.0,0.0,4.29,200.22,200.23,20.01,left,幾何二分法,14,✅,0.425,4.28,
628-21(1),628-21,R6,b,723.48,3976.3,85.85,44.59,2.0243,2.0,0.0,否,否,—,0.0,0.0,0.0,8.93,413.56,413.56,28.94,left,幾何二分法,17,✅,0.4284,8.9,
628-20(1),628-20,R6,b,612.3,3976.3,85.85,44.59,2.0243,2.0,0.0,否,否,—,0.0,0.0,0.0,7.62,349.9,349.89,36.56,left,幾何二分法,17,✅,0.4286,7.6,
628-18(1),628-18,R6,b,551.09,3976.3,85.85,44.59,2.0243,2.0,1.0,是,是,右側,43.38,10.06,71.37,10.09,280.9,280.91,10.09,right,幾何二分法,16,✅,0.4903,10.06,
628-38(1),628-38,R6,b,578.0,3976.3,85.85,44.59,2.0243,2.0,1.0,否,否,—,43.38,17.34,26.9,7.3,319.5,319.49,17.39,right,幾何二分法,15,✅,0.4472,7.28,
628-7(1),628-7,R6,b,2496.31,3976.3,85.85,44.59,2.0243,2.0,1.0,否,否,—,43.38,49.08,1.72,31.85,1424.42,1424.42,49.24,right,幾何二分法,15,✅,0.4294,31.75,
R6-抵費地-1,—,R6,—,0.0,3976.3,85.85,44.59,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,161.43,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R6-抵費地-2,—,R6,—,0.0,3976.3,85.85,44.59,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,85.66,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-18(2),628-18,R5,b,477.91,4150.21,92.8,45.04,1.8218,2.0,1.0,是,是,左側,43.53,7.75,59.72,7.78,261.19,261.18,7.78,left,幾何二分法,18,✅,0.4535,7.75,
628-7(2),628-7,R5,b,436.69,4150.21,92.8,45.04,1.8218,2.0,1.0,否,否,—,43.53,13.48,26.07,5.75,252.39,252.39,13.53,left,幾何二分法,17,✅,0.422,5.73,
628-20(2),628-20,R5,b,788.19,4150.21,92.8,45.04,1.8218,2.0,1.0,否,否,—,43.53,24.01,14.18,10.58,468.2,468.2,24.11,left,幾何二分法,18,✅,0.406,10.53,
74·G003@R5,74·G003,R5,74avg·R5,1863.18,4150.21,92.8,45.04,1.8036,2.0,1.0,否,否,—,43.53,48.86,0.0,24.96,1125.39,1125.39,49.07,left,幾何二分法,15,✅,0.396,24.85,
628-23(2),628-23,R5,b,736.59,4150.21,92.8,45.04,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,9.34,443.78,443.79,9.34,right,幾何二分法,17,✅,0.3975,9.3,
628-22(2),628-22,R5,b,891.09,4150.21,92.8,45.04,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,11.41,536.66,536.67,20.75,right,幾何二分法,15,✅,0.3977,11.36,
74·G016@R5,74·G016,R5,74avg·R5,684.49,4150.21,92.8,45.04,1.8036,2.0,0.0,否,否,—,0.0,0.0,0.0,8.89,413.95,413.95,29.64,right,幾何二分法,14,✅,0.3952,8.85,
628-21(2),628-21,R5,b,806.84,4150.21,92.8,45.04,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,10.53,485.55,485.56,40.17,right,幾何二分法,15,✅,0.3982,10.49,
R5-抵費地,—,R5,—,0.0,4150.21,92.8,45.04,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,162.91,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-41(1),628-41,R2,b,561.0,4368.6,100.03,43.9,1.923,2.0,1.0,是,是,左側,44.95,8.51,63.73,8.53,300.56,300.57,8.53,left,幾何二分法,17,✅,0.4642,8.51,
628-40(1),628-40,R2,b,628.71,4368.6,100.03,43.9,1.923,2.0,1.0,否,否,—,44.95,16.42,31.92,7.93,355.93,355.93,16.46,left,幾何二分法,18,✅,0.4339,7.91,
628-39(1),628-39,R2,b,489.0,4368.6,100.03,43.9,1.923,2.0,1.0,否,否,—,44.95,22.76,4.34,6.36,284.86,284.86,22.82,left,幾何二分法,16,✅,0.4175,6.34,
628-31(2),628-31,R2,b,776.91,4368.6,100.03,43.9,1.923,2.0,1.0,否,否,—,44.95,32.92,0.0,10.18,455.25,455.25,33.0,left,幾何二分法,15,✅,0.414,10.15,
628-34(1),628-34,R2,b,1005.65,4368.6,100.03,43.9,1.923,2.0,0.0,否,否,—,0.0,0.0,0.0,13.36,588.95,588.96,13.36,right,幾何二分法,13,✅,0.4143,13.33,
628-32(2),628-32,R2,b,862.56,4368.6,100.03,43.9,1.923,2.0,0.0,否,否,—,0.0,0.0,0.0,11.43,505.21,505.21,24.79,right,幾何二分法,15,✅,0.4143,11.4,
74·G025@R2,74·G025,R2,74avg·R2,495.64,4368.6,100.03,43.9,1.923,2.0,0.0,否,否,—,0.0,0.0,0.0,6.56,290.32,290.33,31.35,right,幾何二分法,17,✅,0.4142,6.54,
74·G016@R2,74·G016,R2,74avg·R2,1028.19,4368.6,100.03,43.9,1.923,2.0,0.0,否,否,—,0.0,0.0,0.0,13.57,602.32,602.32,44.92,right,幾何二分法,17,✅,0.4142,13.54,
R2-抵費地,—,R2,—,0.0,4368.6,100.03,43.9,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,984.92,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-34(2),628-34,R3,b,442.5,4206.8,93.41,43.64,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,6.07,265.76,265.76,6.07,left,幾何二分法,18,✅,0.3994,6.04,
628-48(1),628-48,R3,b,737.0,4206.8,93.41,43.64,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,10.09,442.67,442.67,16.16,left,幾何二分法,17,✅,0.3994,10.05,
628-32(3),628-32,R3,b,858.44,4206.8,93.41,43.64,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,11.72,515.67,515.67,27.88,left,幾何二分法,18,✅,0.3993,11.67,
74·G025@R3,74·G025,R3,74avg·R3,653.17,4206.8,93.41,43.64,1.8164,2.0,0.0,否,否,—,0.0,0.0,0.0,8.91,392.94,392.94,36.79,left,幾何二分法,17,✅,0.3984,8.87,
628-45(2),628-45,R3,b,1111.56,4206.8,93.41,43.64,1.8218,2.0,1.0,是,是,右側,44.9,14.21,88.54,14.27,633.25,633.25,14.27,right,幾何二分法,16,✅,0.4303,14.21,
628-42(2),628-42,R3,b,770.0,4206.8,93.41,43.64,1.8218,2.0,1.0,否,否,—,44.9,24.44,11.47,10.27,458.31,458.31,24.54,right,幾何二分法,12,✅,0.4048,10.23,
628-30(3),628-30,R3,b,834.95,4206.8,93.41,43.64,1.8218,2.0,1.0,否,否,—,44.9,35.67,0.0,11.28,501.78,501.78,35.82,right,幾何二分法,17,✅,0.399,11.23,
628-31(3),628-31,R3,b,792.09,4206.8,93.41,43.64,1.8218,2.0,1.0,否,否,—,44.9,46.36,0.0,10.73,475.97,475.97,46.55,right,幾何二分法,16,✅,0.3991,10.68,
R3-抵費地-1,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,442.57,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R3-抵費地-2,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,78.19,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
