測項,違規列序,違規全文
v3·診斷3.5m,38,"[v3·診斷3.5m] ('R2', '左', '628-27(1)') 欄「門檻(㎡)」: baseline='309.05' got=382.85"
v3·診斷3.5m,39,"[v3·診斷3.5m] ('R2', '左', '628-27(1)') 欄「項三比(≤1)」: baseline='0.0567' got=0.0668"
v3·診斷3.5m,40,"[v3·診斷3.5m] ('R3', '右', '628-42(2)') 欄「真交集(㎡)」: baseline='147.03' got=152.72"
v3·診斷3.5m,41,"[v3·診斷3.5m] ('R3', '右', '628-42(2)') 欄「範圍面積(㎡)」: baseline='308.93' got=383.67"
v3·診斷3.5m,42,"[v3·診斷3.5m] ('R3', '右', '628-42(2)') 欄「門檻(㎡)」: baseline='308.93' got=383.67"
v3·診斷3.5m,43,"[v3·診斷3.5m] ('R3', '右', '628-42(2)') 欄「項三比(≤1)」: baseline='0.4759' got=0.3981"
v3·診斷3.5m,44,"[v3·診斷3.5m] ('R3', '右', '628-45(2)') 欄「真交集(㎡)」: baseline='94.82' got=123.65"
v3·診斷3.5m,45,"[v3·診斷3.5m] ('R3', '右', '628-45(2)') 欄「範圍面積(㎡)」: baseline='308.93' got=383.67"
v3·診斷3.5m,46,"[v3·診斷3.5m] ('R3', '右', '628-45(2)') 欄「門檻(㎡)」: baseline='308.93' got=383.67"
v3·診斷3.5m,47,"[v3·診斷3.5m] ('R3', '右', '628-45(2)') 欄「項三比(≤1)」: baseline='0.3069' got=0.3223"
v3·診斷3.5m,48,"[v3·診斷3.5m] ('R3', '右', '628-27(2)') 欄「真交集(㎡)」: baseline='28.86' got=36.14"
v3·診斷3.5m,49,"[v3·診斷3.5m] ('R3', '右', '628-27(2)') 欄「範圍面積(㎡)」: baseline='308.93' got=383.67"
v3·診斷3.5m,50,"[v3·診斷3.5m] ('R3', '右', '628-27(2)') 欄「門檻(㎡)」: baseline='308.93' got=383.67"
v3·診斷3.5m,51,"[v3·診斷3.5m] ('R3', '右', '628-28(1)') 欄「真交集(㎡)」: baseline='35.41' got=55.6"
v3·診斷3.5m,52,"[v3·診斷3.5m] ('R3', '右', '628-28(1)') 欄「範圍面積(㎡)」: baseline='308.93' got=383.67"
v3·診斷3.5m,53,"[v3·診斷3.5m] ('R3', '右', '628-28(1)') 欄「門檻(㎡)」: baseline='308.93' got=383.67"
v3·診斷3.5m,54,"[v3·診斷3.5m] ('R3', '右', '628-28(1)') 欄「項三比(≤1)」: baseline='0.1146' got=0.1449"
v3·診斷3.5m,55,"[v3·診斷3.5m] ('R3', '右', '628-29(1)') 欄「真交集(㎡)」: baseline='2.81' got=15.56"
v3·診斷3.5m,56,"[v3·診斷3.5m] ('R3', '右', '628-29(1)') 欄「範圍面積(㎡)」: baseline='308.93' got=383.67"
v3·診斷3.5m,57,"[v3·診斷3.5m] ('R3', '右', '628-29(1)') 欄「門檻(㎡)」: baseline='308.93' got=383.67"
v3·診斷3.5m,58,"[v3·診斷3.5m] ('R3', '右', '628-29(1)') 欄「項三比(≤1)」: baseline='0.0091' got=0.0406"
v3·診斷3.5m,59,"[v3·診斷3.5m] ('R1', '左', '628-36(1)') 欄「真交集(㎡)」: baseline='86.95' got=88.67"
v3·診斷3.5m,60,"[v3·診斷3.5m] ('R1', '左', '628-36(1)') 欄「範圍面積(㎡)」: baseline='226.18' got=230.81"
v3·診斷3.5m,61,"[v3·診斷3.5m] ('R1', '左', '628-36(1)') 欄「門檻(㎡)」: baseline='226.18' got=230.81"
v3·診斷3.5m,62,"[v3·診斷3.5m] ('R1', '左', '628-35(2)') 欄「真交集(㎡)」: baseline='68.66' got=70.09"
v3·診斷3.5m,63,"[v3·診斷3.5m] ('R1', '左', '628-35(2)') 欄「範圍面積(㎡)」: baseline='226.18' got=230.81"
v3·診斷3.5m,64,"[v3·診斷3.5m] ('R1', '左', '628-35(2)') 欄「門檻(㎡)」: baseline='226.18' got=230.81"
v3·診斷3.5m,65,"[v3·診斷3.5m] ('R1', '左', '628-37(1)') 欄「真交集(㎡)」: baseline='70.37' got=71.83"
v3·診斷3.5m,66,"[v3·診斷3.5m] ('R1', '左', '628-37(1)') 欄「範圍面積(㎡)」: baseline='226.18' got=230.81"
v3·診斷3.5m,67,"[v3·診斷3.5m] ('R1', '左', '628-37(1)') 欄「門檻(㎡)」: baseline='226.18' got=230.81"
v3·診斷3.5m,68,"[v3·診斷3.5m] ('R1', '右', '628(5)') 欄「真交集(㎡)」: baseline='226.65' got=232.55"
v3·診斷3.5m,69,"[v3·診斷3.5m] ('R1', '右', '628(5)') 欄「範圍面積(㎡)」: baseline='226.88' got=232.79"
v3·診斷3.5m,70,"[v3·診斷3.5m] ('R1', '右', '628(5)') 欄「門檻(㎡)」: baseline='226.88' got=232.79"
無串聯3.5m,0,"[無串聯3.5m] ('R4', '左', '628(1)') 欄「真交集(㎡)」: baseline='224.94' got=250.71"
無串聯3.5m,1,"[無串聯3.5m] ('R4', '左', '628(1)') 欄「範圍面積(㎡)」: baseline='225.25' got=251.08"
無串聯3.5m,2,"[無串聯3.5m] ('R4', '左', '628(1)') 欄「門檻(㎡)」: baseline='225.25' got=251.08"
無串聯3.5m,3,"[無串聯3.5m] ('R4', '右', '628-1(1)') 欄「真交集(㎡)」: baseline='225.38' got=252.53"
無串聯3.5m,4,"[無串聯3.5m] ('R4', '右', '628-1(1)') 欄「範圍面積(㎡)」: baseline='225.67' got=252.88"
無串聯3.5m,5,"[無串聯3.5m] ('R4', '右', '628-1(1)') 欄「門檻(㎡)」: baseline='225.67' got=252.88"
無串聯3.5m,6,"[無串聯3.5m] ('R6', '右', '628-18(1)') 欄「真交集(㎡)」: baseline='98.02' got=97.21"
無串聯3.5m,7,"[無串聯3.5m] ('R6', '右', '628-18(1)') 欄「範圍面積(㎡)」: baseline='299.13' got=298.14"
無串聯3.5m,8,"[無串聯3.5m] ('R6', '右', '628-18(1)') 欄「門檻(㎡)」: baseline='299.13' got=298.14"
無串聯3.5m,9,"[無串聯3.5m] ('R6', '右', '628-38(1)') 欄「真交集(㎡)」: baseline='200.61' got=200.44"
無串聯3.5m,10,"[無串聯3.5m] ('R6', '右', '628-38(1)') 欄「範圍面積(㎡)」: baseline='299.13' got=298.14"
無串聯3.5m,11,"[無串聯3.5m] ('R6', '右', '628-38(1)') 欄「門檻(㎡)」: baseline='299.13' got=298.14"
無串聯3.5m,12,"[無串聯3.5m] ('R5', '左', '628-7(2)') 欄「真交集(㎡)」: baseline='12.8' got=35.54"
無串聯3.5m,13,"[無串聯3.5m] ('R5', '左', '628-7(2)') 欄「範圍面積(㎡)」: baseline='300.52' got=378.47"
無串聯3.5m,14,"[無串聯3.5m] ('R5', '左', '628-7(2)') 欄「門檻(㎡)」: baseline='300.52' got=378.47"
無串聯3.5m,15,"[無串聯3.5m] ('R5', '左', '628-7(2)') 欄「項三比(≤1)」: baseline='0.0426' got=0.0939"
無串聯3.5m,16,"[無串聯3.5m] ('R5', '左', '628-18(2)') 欄「真交集(㎡)」: baseline='257.38' got=306.1"
無串聯3.5m,17,"[無串聯3.5m] ('R5', '左', '628-18(2)') 欄「範圍面積(㎡)」: baseline='300.52' got=378.47"
無串聯3.5m,18,"[無串聯3.5m] ('R5', '左', '628-18(2)') 欄「門檻(㎡)」: baseline='300.52' got=378.47"
無串聯3.5m,19,"[無串聯3.5m] ('R5', '左', '628-18(2)') 欄「項三比(≤1)」: baseline='0.8564' got=0.8088"
無串聯3.5m,20,"[無串聯3.5m] ('R5', '左', '628-53(2)') 欄「範圍面積(㎡)」: baseline='300.52' got=378.47"
無串聯3.5m,21,"[無串聯3.5m] ('R5', '左', '628-53(2)') 欄「門檻(㎡)」: baseline='300.52' got=378.47"
無串聯3.5m,22,"[無串聯3.5m] ('R5', '左', '628-45(1)') 欄「真交集(㎡)」: baseline='27.54' got=34.04"
無串聯3.5m,23,"[無串聯3.5m] ('R5', '左', '628-45(1)') 欄「範圍面積(㎡)」: baseline='300.52' got=378.47"
無串聯3.5m,24,"[無串聯3.5m] ('R5', '左', '628-45(1)') 欄「門檻(㎡)」: baseline='300.52' got=378.47"
無串聯3.5m,25,"[無串聯3.5m] ('R2', '左', '628-42(1)') 欄「範圍面積(㎡)」: baseline='309.05' got=382.85"
無串聯3.5m,26,"[無串聯3.5m] ('R2', '左', '628-42(1)') 欄「門檻(㎡)」: baseline='309.05' got=382.85"
無串聯3.5m,27,"[無串聯3.5m] ('R2', '左', '628-42(1)') 欄「項三比(≤1)」: baseline='0.0269' got=0.0217"
無串聯3.5m,28,"[無串聯3.5m] ('R2', '左', '628-41(1)') 欄「真交集(㎡)」: baseline='251.79' got=285.56"
無串聯3.5m,29,"[無串聯3.5m] ('R2', '左', '628-41(1)') 欄「範圍面積(㎡)」: baseline='309.05' got=382.85"
無串聯3.5m,30,"[無串聯3.5m] ('R2', '左', '628-41(1)') 欄「門檻(㎡)」: baseline='309.05' got=382.85"
無串聯3.5m,31,"[無串聯3.5m] ('R2', '左', '628-41(1)') 欄「項三比(≤1)」: baseline='0.8147' got=0.7459"
無串聯3.5m,32,"[無串聯3.5m] ('R2', '左', '628-40(1)') 欄「真交集(㎡)」: baseline='31.42' got=63.42"
無串聯3.5m,33,"[無串聯3.5m] ('R2', '左', '628-40(1)') 欄「範圍面積(㎡)」: baseline='309.05' got=382.85"
無串聯3.5m,34,"[無串聯3.5m] ('R2', '左', '628-40(1)') 欄「門檻(㎡)」: baseline='309.05' got=382.85"
無串聯3.5m,35,"[無串聯3.5m] ('R2', '左', '628-40(1)') 欄「項三比(≤1)」: baseline='0.1017' got=0.1657"
無串聯3.5m,36,"[無串聯3.5m] ('R2', '左', '628-27(1)') 欄「真交集(㎡)」: baseline='17.53' got=25.57"
無串聯3.5m,37,"[無串聯3.5m] ('R2', '左', '628-27(1)') 欄「範圍面積(㎡)」: baseline='309.05' got=382.85"
無串聯3.5m,38,"[無串聯3.5m] ('R2', '左', '628-27(1)') 欄「門檻(㎡)」: baseline='309.05' got=382.85"
無串聯3.5m,39,"[無串聯3.5m] ('R2', '左', '628-27(1)') 欄「項三比(≤1)」: baseline='0.0567' got=0.0668"
無串聯3.5m,40,"[無串聯3.5m] ('R3', '右', '628-42(2)') 欄「真交集(㎡)」: baseline='147.03' got=152.72"
無串聯3.5m,41,"[無串聯3.5m] ('R3', '右', '628-42(2)') 欄「範圍面積(㎡)」: baseline='308.93' got=383.67"
無串聯3.5m,42,"[無串聯3.5m] ('R3', '右', '628-42(2)') 欄「門檻(㎡)」: baseline='308.93' got=383.67"
無串聯3.5m,43,"[無串聯3.5m] ('R3', '右', '628-42(2)') 欄「項三比(≤1)」: baseline='0.4759' got=0.3981"
無串聯3.5m,44,"[無串聯3.5m] ('R3', '右', '628-45(2)') 欄「真交集(㎡)」: baseline='94.82' got=123.65"
無串聯3.5m,45,"[無串聯3.5m] ('R3', '右', '628-45(2)') 欄「範圍面積(㎡)」: baseline='308.93' got=383.67"
無串聯3.5m,46,"[無串聯3.5m] ('R3', '右', '628-45(2)') 欄「門檻(㎡)」: baseline='308.93' got=383.67"
無串聯3.5m,47,"[無串聯3.5m] ('R3', '右', '628-45(2)') 欄「項三比(≤1)」: baseline='0.3069' got=0.3223"
無串聯3.5m,48,"[無串聯3.5m] ('R3', '右', '628-27(2)') 欄「真交集(㎡)」: baseline='28.86' got=36.14"
無串聯3.5m,49,"[無串聯3.5m] ('R3', '右', '628-27(2)') 欄「範圍面積(㎡)」: baseline='308.93' got=383.67"
無串聯3.5m,50,"[無串聯3.5m] ('R3', '右', '628-27(2)') 欄「門檻(㎡)」: baseline='308.93' got=383.67"
無串聯3.5m,51,"[無串聯3.5m] ('R3', '右', '628-28(1)') 欄「真交集(㎡)」: baseline='35.41' got=55.6"
無串聯3.5m,52,"[無串聯3.5m] ('R3', '右', '628-28(1)') 欄「範圍面積(㎡)」: baseline='308.93' got=383.67"
無串聯3.5m,53,"[無串聯3.5m] ('R3', '右', '628-28(1)') 欄「門檻(㎡)」: baseline='308.93' got=383.67"
無串聯3.5m,54,"[無串聯3.5m] ('R3', '右', '628-28(1)') 欄「項三比(≤1)」: baseline='0.1146' got=0.1449"
無串聯3.5m,55,"[無串聯3.5m] ('R3', '右', '628-29(1)') 欄「真交集(㎡)」: baseline='2.81' got=15.56"
無串聯3.5m,56,"[無串聯3.5m] ('R3', '右', '628-29(1)') 欄「範圍面積(㎡)」: baseline='308.93' got=383.67"
無串聯3.5m,57,"[無串聯3.5m] ('R3', '右', '628-29(1)') 欄「門檻(㎡)」: baseline='308.93' got=383.67"
無串聯3.5m,58,"[無串聯3.5m] ('R3', '右', '628-29(1)') 欄「項三比(≤1)」: baseline='0.0091' got=0.0406"
無串聯3.5m,59,"[無串聯3.5m] ('R1', '左', '628-36(1)') 欄「真交集(㎡)」: baseline='86.95' got=88.67"
無串聯3.5m,60,"[無串聯3.5m] ('R1', '左', '628-36(1)') 欄「範圍面積(㎡)」: baseline='226.18' got=230.81"
無串聯3.5m,61,"[無串聯3.5m] ('R1', '左', '628-36(1)') 欄「門檻(㎡)」: baseline='226.18' got=230.81"
無串聯3.5m,62,"[無串聯3.5m] ('R1', '左', '628-35(2)') 欄「真交集(㎡)」: baseline='68.66' got=70.09"
無串聯3.5m,63,"[無串聯3.5m] ('R1', '左', '628-35(2)') 欄「範圍面積(㎡)」: baseline='226.18' got=230.81"
無串聯3.5m,64,"[無串聯3.5m] ('R1', '左', '628-35(2)') 欄「門檻(㎡)」: baseline='226.18' got=230.81"
無串聯3.5m,65,"[無串聯3.5m] ('R1', '左', '628-37(1)') 欄「真交集(㎡)」: baseline='70.37' got=71.83"
無串聯3.5m,66,"[無串聯3.5m] ('R1', '左', '628-37(1)') 欄「範圍面積(㎡)」: baseline='226.18' got=230.81"
無串聯3.5m,67,"[無串聯3.5m] ('R1', '左', '628-37(1)') 欄「門檻(㎡)」: baseline='226.18' got=230.81"
無串聯3.5m,68,"[無串聯3.5m] ('R1', '右', '628(5)') 欄「真交集(㎡)」: baseline='226.65' got=232.55"
無串聯3.5m,69,"[無串聯3.5m] ('R1', '右', '628(5)') 欄「範圍面積(㎡)」: baseline='226.88' got=232.79"
無串聯3.5m,70,"[無串聯3.5m] ('R1', '右', '628(5)') 欄「門檻(㎡)」: baseline='226.88' got=232.79"
指配3.5m,0,"[指配3.5m] ('R4',) 欄「【左】最小面積(㎡)」: baseline='225.25' got='251.08'"
指配3.5m,1,"[指配3.5m] ('R4',) 欄「【右】最小面積(㎡)」: baseline='225.67' got='252.88'"
指配3.5m,2,"[指配3.5m] ('R6',) 欄「【右】最小面積(㎡)」: baseline='299.13' got='298.14'"
指配3.5m,3,"[指配3.5m] ('R5',) 欄「【左】最小面積(㎡)」: baseline='300.52' got='378.47'"
指配3.5m,4,"[指配3.5m] ('R2',) 欄「【左】最小面積(㎡)」: baseline='309.05' got='382.85'"
指配3.5m,5,"[指配3.5m] ('R3',) 欄「【右】最小面積(㎡)」: baseline='308.93' got='383.67'"
指配3.5m,6,"[指配3.5m] ('R1',) 欄「【左】最小面積(㎡)」: baseline='226.18' got='230.81'"
指配3.5m,7,"[指配3.5m] ('R1',) 欄「【右】最小面積(㎡)」: baseline='226.88' got='232.79'"
抵費地3.5m,0,"[抵費地3.5m] ('R5', '左') 欄「抵費地面積＝range(㎡)」: baseline='300.52' got='378.47'"
抵費地3.5m,1,"[抵費地3.5m] ('R2', '左') 欄「抵費地面積＝range(㎡)」: baseline='309.05' got='382.85'"
抵費地3.5m,2,"[抵費地3.5m] ('R3', '右') 欄「抵費地面積＝range(㎡)」: baseline='308.93' got='383.67'"
v3·G值3.5m,0,"[v3·G值3.5m] ('R1', '628-36(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值3.5m,1,"[v3·G值3.5m] ('R1', '628(5)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值3.5m,2,"[v3·G值3.5m] ('R1', '628-34(3)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值3.5m,3,"[v3·G值3.5m] ('R1', '628-37(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值3.5m,4,"[v3·G值3.5m] ('R1', '628-35(2)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值3.5m,5,"[v3·G值3.5m] ('R1', 'R1-抵費地-1') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值3.5m,6,"[v3·G值3.5m] ('R1', 'R1-抵費地-2') 欄「平均深度(m)」: baseline='32.97' got=33.15"
v3·G值3.5m,7,"[v3·G值3.5m] ('R2', '628-42(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,8,"[v3·G值3.5m] ('R2', '628-42(1)') 欄「W(m)」: baseline='7.11' got=8.75"
v3·G值3.5m,9,"[v3·G值3.5m] ('R2', '628-42(1)') 欄「Rw(%)」: baseline='0.57' got=0.55"
v3·G值3.5m,10,"[v3·G值3.5m] ('R2', '628-42(1)') 欄「G(㎡)」: baseline='4.77' got=4.78"
v3·G值3.5m,11,"[v3·G值3.5m] ('R2', '628-42(1)') 欄「累積S(m)」: baseline='8.82' got=10.47"
v3·G值3.5m,12,"[v3·G值3.5m] ('R2', '628-41(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,13,"[v3·G值3.5m] ('R2', '628-41(1)') 欄「W(m)」: baseline='11.18' got=12.84"
v3·G值3.5m,14,"[v3·G值3.5m] ('R2', '628-41(1)') 欄「Rw(%)」: baseline='20.19' got=18.36"
v3·G值3.5m,15,"[v3·G值3.5m] ('R2', '628-41(1)') 欄「S(m)」: baseline='4.08' got=4.1"
v3·G值3.5m,16,"[v3·G值3.5m] ('R2', '628-41(1)') 欄「幾何面積(㎡)」: baseline='183.23' got=183.94"
v3·G值3.5m,17,"[v3·G值3.5m] ('R2', '628-41(1)') 欄「G(㎡)」: baseline='183.23' got=183.95"
v3·G值3.5m,18,"[v3·G值3.5m] ('R2', '628-41(1)') 欄「累積S(m)」: baseline='12.9' got=14.57"
v3·G值3.5m,19,"[v3·G值3.5m] ('R2', '628-41(1)') 欄「迭代次數」: baseline='17' got=13"
v3·G值3.5m,20,"[v3·G值3.5m] ('R2', '628-41(1)') 欄「負擔比率」: baseline='0.4262' got=0.4239"
v3·G值3.5m,21,"[v3·G值3.5m] ('R2', '628-41(1)') 欄「宗地寬度(m)」: baseline='4.07' got=4.09"
v3·G值3.5m,22,"[v3·G值3.5m] ('R2', '628-27(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,23,"[v3·G值3.5m] ('R2', '628-27(1)') 欄「W(m)」: baseline='11.84' got=13.5"
v3·G值3.5m,24,"[v3·G值3.5m] ('R2', '628-27(1)') 欄「Rw(%)」: baseline='2.83' got=2.55"
v3·G值3.5m,25,"[v3·G值3.5m] ('R2', '628-27(1)') 欄「幾何面積(㎡)」: baseline='29.61' got=29.72"
v3·G值3.5m,26,"[v3·G值3.5m] ('R2', '628-27(1)') 欄「G(㎡)」: baseline='29.61' got=29.72"
v3·G值3.5m,27,"[v3·G值3.5m] ('R2', '628-27(1)') 欄「累積S(m)」: baseline='13.56' got=15.23"
v3·G值3.5m,28,"[v3·G值3.5m] ('R2', '628-27(1)') 欄「迭代次數」: baseline='17' got=18"
v3·G值3.5m,29,"[v3·G值3.5m] ('R2', '628-40(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,30,"[v3·G值3.5m] ('R2', '628-40(1)') 欄「W(m)」: baseline='18.5' got=20.22"
v3·G值3.5m,31,"[v3·G值3.5m] ('R2', '628-40(1)') 欄「Rw(%)」: baseline='20.7' got=14.11"
v3·G值3.5m,32,"[v3·G值3.5m] ('R2', '628-40(1)') 欄「S(m)」: baseline='6.68' got=6.74"
v3·G值3.5m,33,"[v3·G值3.5m] ('R2', '628-40(1)') 欄「幾何面積(㎡)」: baseline='299.27' got=301.85"
v3·G值3.5m,34,"[v3·G值3.5m] ('R2', '628-40(1)') 欄「G(㎡)」: baseline='299.27' got=301.85"
v3·G值3.5m,35,"[v3·G值3.5m] ('R2', '628-40(1)') 欄「累積S(m)」: baseline='20.24' got=21.97"
v3·G值3.5m,36,"[v3·G值3.5m] ('R2', '628-40(1)') 欄「迭代次數」: baseline='18' got=17"
v3·G值3.5m,37,"[v3·G值3.5m] ('R2', '628-40(1)') 欄「負擔比率」: baseline='0.4172' got=0.4121"
v3·G值3.5m,38,"[v3·G值3.5m] ('R2', '628-40(1)') 欄「宗地寬度(m)」: baseline='6.66' got=6.72"
v3·G值3.5m,39,"[v3·G值3.5m] ('R2', '628-43(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,40,"[v3·G值3.5m] ('R2', '628-43(1)') 欄「W(m)」: baseline='18.5' got=20.22"
v3·G值3.5m,41,"[v3·G值3.5m] ('R2', '628-43(1)') 欄「累積S(m)」: baseline='20.25' got=21.97"
v3·G值3.5m,42,"[v3·G值3.5m] ('R2', '628-30(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,43,"[v3·G值3.5m] ('R2', '628-30(2)') 欄「W(m)」: baseline='20.51' got=22.23"
v3·G值3.5m,44,"[v3·G值3.5m] ('R2', '628-30(2)') 欄「累積S(m)」: baseline='22.26' got=23.98"
v3·G值3.5m,45,"[v3·G值3.5m] ('R2', '628-39(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,46,"[v3·G值3.5m] ('R2', '628-39(1)') 欄「W(m)」: baseline='25.78' got=27.5"
v3·G值3.5m,47,"[v3·G值3.5m] ('R2', '628-39(1)') 欄「累積S(m)」: baseline='27.54' got=29.27"
v3·G值3.5m,48,"[v3·G值3.5m] ('R2', '628-39(1)') 欄「迭代次數」: baseline='18' got=17"
v3·G值3.5m,49,"[v3·G值3.5m] ('R2', '628-31(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,50,"[v3·G值3.5m] ('R2', '628-31(2)') 欄「W(m)」: baseline='34.52' got=36.25"
v3·G值3.5m,51,"[v3·G值3.5m] ('R2', '628-31(2)') 欄「G(㎡)」: baseline='391.66' got=391.65"
v3·G值3.5m,52,"[v3·G值3.5m] ('R2', '628-31(2)') 欄「累積S(m)」: baseline='36.31' got=38.04"
v3·G值3.5m,53,"[v3·G值3.5m] ('R2', '628-31(2)') 欄「迭代次數」: baseline='15' got=17"
v3·G值3.5m,54,"[v3·G值3.5m] ('R2', '628-35(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,55,"[v3·G值3.5m] ('R2', '628-35(1)') 欄「迭代次數」: baseline='17' got=13"
v3·G值3.5m,56,"[v3·G值3.5m] ('R2', '628-34(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,57,"[v3·G值3.5m] ('R2', '628-34(1)') 欄「幾何面積(㎡)」: baseline='432.1' got=432.11"
v3·G值3.5m,58,"[v3·G值3.5m] ('R2', '628-34(1)') 欄「迭代次數」: baseline='14' got=15"
v3·G值3.5m,59,"[v3·G值3.5m] ('R2', '628-49(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,60,"[v3·G值3.5m] ('R2', '628-50(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,61,"[v3·G值3.5m] ('R2', '628-50(1)') 欄「幾何面積(㎡)」: baseline='147.19' got=147.17"
v3·G值3.5m,62,"[v3·G值3.5m] ('R2', '628-50(1)') 欄「迭代次數」: baseline='14' got=17"
v3·G值3.5m,63,"[v3·G值3.5m] ('R2', '628-51(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,64,"[v3·G值3.5m] ('R2', '628-51(1)') 欄「幾何面積(㎡)」: baseline='146.59' got=146.58"
v3·G值3.5m,65,"[v3·G值3.5m] ('R2', '628-52(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,66,"[v3·G值3.5m] ('R2', '628-52(1)') 欄「幾何面積(㎡)」: baseline='71.59' got=71.6"
v3·G值3.5m,67,"[v3·G值3.5m] ('R2', '628-52(1)') 欄「迭代次數」: baseline='14' got=16"
v3·G值3.5m,68,"[v3·G值3.5m] ('R2', '628-32(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,69,"[v3·G值3.5m] ('R2', '628-32(2)') 欄「幾何面積(㎡)」: baseline='437.03' got=437.02"
v3·G值3.5m,70,"[v3·G值3.5m] ('R2', 'R2-抵費地-1') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,71,"[v3·G值3.5m] ('R2', 'R2-抵費地-1') 欄「幾何面積(㎡)」: baseline='1465.35' got=1388.14"
v3·G值3.5m,72,"[v3·G值3.5m] ('R2', 'R2-抵費地-2') 欄「平均深度(m)」: baseline='43.9' got=44.47"
v3·G值3.5m,73,"[v3·G值3.5m] ('R2', 'R2-抵費地-2') 欄「幾何面積(㎡)」: baseline='309.05' got=382.85"
v3·G值3.5m,74,"[v3·G值3.5m] ('R4', '628(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
v3·G值3.5m,75,"[v3·G值3.5m] ('R4', '628-1(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
v3·G值3.5m,76,"[v3·G值3.5m] ('R4', 'R4-抵費地') 欄「平均深度(m)」: baseline='32.59' got=33.1"
v3·G值3.5m,77,"[v3·G值3.5m] ('R6', '628(2)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,78,"[v3·G值3.5m] ('R6', '628-1(2)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,79,"[v3·G值3.5m] ('R6', '628-23(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,80,"[v3·G值3.5m] ('R6', '628-4(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,81,"[v3·G值3.5m] ('R6', '628-22(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,82,"[v3·G值3.5m] ('R6', '628-21(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,83,"[v3·G值3.5m] ('R6', '628-18(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,84,"[v3·G值3.5m] ('R6', '628-53(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,85,"[v3·G值3.5m] ('R6', '628-38(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,86,"[v3·G值3.5m] ('R6', '628-7(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,87,"[v3·G值3.5m] ('R6', '628-20(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,88,"[v3·G值3.5m] ('R6', 'R6-抵費地-1') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,89,"[v3·G值3.5m] ('R6', 'R6-抵費地-2') 欄「平均深度(m)」: baseline='44.59' got=45.51"
v3·G值3.5m,90,"[v3·G值3.5m] ('R5', '628-53(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
v3·G值3.5m,91,"[v3·G值3.5m] ('R5', '628-53(2)') 欄「W(m)」: baseline='7.04' got=8.81"
v3·G值3.5m,92,"[v3·G值3.5m] ('R5', '628-53(2)') 欄「Rw(%)」: baseline='0.19' got=0.18"
v3·G值3.5m,93,"[v3·G值3.5m] ('R5', '628-53(2)') 欄「幾何面積(㎡)」: baseline='1.55' got=1.54"
v3·G值3.5m,94,"[v3·G值3.5m] ('R5', '628-53(2)') 欄「累積S(m)」: baseline='8.71' got=10.49"
