測項,違規列序,違規全文
W-D.4清單3.5m,1,"[W-D.4清單3.5m] ('3.5m', 'G004') 欄「增配a′(㎡)」: baseline='42.47' got=44.25"
W-D.4清單3.5m,2,"[W-D.4清單3.5m] ('3.5m', 'G004') 欄「差額地價(元)§52-1」: baseline='3238167' got=3373884"
W-D.4清單3.5m,3,"[W-D.4清單3.5m] ('3.5m', 'G011') 欄「增配a′(㎡)」: baseline='23.73' got=25.51"
W-D.4清單3.5m,4,"[W-D.4清單3.5m] ('3.5m', 'G011') 欄「差額地價(元)§52-1」: baseline='1809317' got=1945035"
W-D.4清單3.5m,5,"[W-D.4清單3.5m] ('3.5m', 'G012') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,6,"[W-D.4清單3.5m] ('3.5m', 'G013') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,7,"[W-D.4清單3.5m] ('3.5m', 'G015') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,8,"[W-D.4清單3.5m] ('3.5m', 'G016') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,9,"[W-D.4清單3.5m] ('3.5m', 'G024') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,10,"[W-D.4清單3.5m] ('3.5m', 'G028') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,11,"[W-D.4清單3.5m] ('3.5m', 'G031') 欄「路徑標註」: baseline='公設軌·達標門檻＝區標準 114.07(手冊(三))；½線測試延至 F.4 以 G(a′) 施作' got='公設軌·達標門檻＝區標準 115.85(手冊(三))；½線測試延至 F.4 以 G(a′) 施作'"
W-D.4清單3.5m,12,"[W-D.4清單3.5m] ('3.5m', 'G033') 欄「增配a′(㎡)」: baseline='41.3' got=43.08"
W-D.4清單3.5m,13,"[W-D.4清單3.5m] ('3.5m', 'G033') 欄「差額地價(元)§52-1」: baseline='3148959' got=3284677"
W-D.4跨占3.5m,0,"[W-D.4跨占3.5m] ('3.5m', '628(2)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占3.5m,1,"[W-D.4跨占3.5m] ('3.5m', '628(3)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占3.5m,2,"[W-D.4跨占3.5m] ('3.5m', '628(4)') 欄「該側MinA(㎡)」: baseline='152.74' got=155.19"
W-D.4跨占3.5m,3,"[W-D.4跨占3.5m] ('3.5m', '628-34(3)') 欄「該側MinA(㎡)」: baseline='115.39' got=116.02"
W-D.4跨占3.5m,4,"[W-D.4跨占3.5m] ('3.5m', '628-35(1)') 欄「該側MinA(㎡)」: baseline='153.65' got=155.64"
W-D.4跨占3.5m,5,"[W-D.4跨占3.5m] ('3.5m', '628-42(1)') 欄「該側MinA(㎡)」: baseline='153.65' got=155.64"
W-D.4跨占3.5m,6,"[W-D.4跨占3.5m] ('3.5m', '628-42(2)') 欄「該側MinA(㎡)」: baseline='152.74' got=155.19"
W-D.4跨占3.5m,7,"[W-D.4跨占3.5m] ('3.5m', '628-27(1)') 欄「該側MinA(㎡)」: baseline='153.65' got=155.64"
W-D.4跨占3.5m,8,"[W-D.4跨占3.5m] ('3.5m', '628-27(2)') 欄「該側MinA(㎡)」: baseline='152.74' got=155.19"
W-D.4跨占3.5m,9,"[W-D.4跨占3.5m] ('3.5m', '628-30(2)') 欄「該側MinA(㎡)」: baseline='153.65' got=155.64"
W-D.4跨占3.5m,10,"[W-D.4跨占3.5m] ('3.5m', '628-30(1)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占3.5m,11,"[W-D.4跨占3.5m] ('3.5m', '628-31(1)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占3.5m,12,"[W-D.4跨占3.5m] ('3.5m', '628-49(1)') 欄「該側MinA(㎡)」: baseline='153.65' got=155.64"
W-D.4跨占3.5m,13,"[W-D.4跨占3.5m] ('3.5m', '628-49(2)') 欄「該側MinA(㎡)」: baseline='152.74' got=155.19"
W-D.4跨占3.5m,14,"[W-D.4跨占3.5m] ('3.5m', '628-32(1)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占3.5m,15,"[W-D.4跨占3.5m] ('3.5m', '628-1(2)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占3.5m,16,"[W-D.4跨占3.5m] ('3.5m', '628-23(1)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占3.5m,17,"[W-D.4跨占3.5m] ('3.5m', '628-22(1)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占3.5m,18,"[W-D.4跨占3.5m] ('3.5m', '628-53(1)') 欄「該側MinA(㎡)」: baseline='156.06' got=159.28"
W-D.4跨占3.5m,19,"[W-D.4跨占3.5m] ('3.5m', '628-53(2)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
W-D.4跨占3.5m,20,"[W-D.4跨占3.5m] ('3.5m', '628-45(1)') 欄「該側MinA(㎡)」: baseline='157.64' got=159.99"
F.0·G值0m,0,"[F.0·G值0m] ('R1', '628-37(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,1,"[F.0·G值0m] ('R1', '628-35(2)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,2,"[F.0·G值0m] ('R1', '628(5)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,3,"[F.0·G值0m] ('R1', '628-34(3)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,4,"[F.0·G值0m] ('R1', '628-36(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,5,"[F.0·G值0m] ('R1', 'R1-抵費地-1') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,6,"[F.0·G值0m] ('R1', 'R1-抵費地-2') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值0m,7,"[F.0·G值0m] ('R2', '628-41(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,8,"[F.0·G值0m] ('R2', '628-42(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,9,"[F.0·G值0m] ('R2', '628-40(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,10,"[F.0·G值0m] ('R2', '628-30(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,11,"[F.0·G值0m] ('R2', '628-39(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,12,"[F.0·G值0m] ('R2', '628-31(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,13,"[F.0·G值0m] ('R2', '628-35(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,14,"[F.0·G值0m] ('R2', '628-34(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,15,"[F.0·G值0m] ('R2', '628-49(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,16,"[F.0·G值0m] ('R2', '628-50(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,17,"[F.0·G值0m] ('R2', '628-51(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,18,"[F.0·G值0m] ('R2', '628-52(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,19,"[F.0·G值0m] ('R2', '628-32(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,20,"[F.0·G值0m] ('R2', 'R2-抵費地') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值0m,21,"[F.0·G值0m] ('R4', '628(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.0·G值0m,22,"[F.0·G值0m] ('R4', '628-1(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.0·G值0m,23,"[F.0·G值0m] ('R4', 'R4-抵費地') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.0·G值0m,24,"[F.0·G值0m] ('R5', '628-18(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,25,"[F.0·G值0m] ('R5', '628-7(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,26,"[F.0·G值0m] ('R5', '628-20(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,27,"[F.0·G值0m] ('R5', '628-21(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,28,"[F.0·G值0m] ('R5', '628(3)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,29,"[F.0·G值0m] ('R5', '628-23(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,30,"[F.0·G值0m] ('R5', '628-22(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,31,"[F.0·G值0m] ('R5', '628-32(1)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,32,"[F.0·G值0m] ('R5', '628-31(1)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,33,"[F.0·G值0m] ('R5', 'R5-抵費地') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值0m,34,"[F.0·G值0m] ('R3', '628(4)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,35,"[F.0·G值0m] ('R3', '628-34(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,36,"[F.0·G值0m] ('R3', '628-46(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,37,"[F.0·G值0m] ('R3', '628-48(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,38,"[F.0·G值0m] ('R3', '628-32(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,39,"[F.0·G值0m] ('R3', '628-45(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,40,"[F.0·G值0m] ('R3', '628-42(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,41,"[F.0·G值0m] ('R3', '628-29(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,42,"[F.0·G值0m] ('R3', '628-30(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,43,"[F.0·G值0m] ('R3', '628-31(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,44,"[F.0·G值0m] ('R3', 'R3-抵費地') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值0m,45,"[F.0·G值0m] ('R6', '628-1(2)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值0m,46,"[F.0·G值0m] ('R6', '628-4(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值0m,47,"[F.0·G值0m] ('R6', '628-21(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值0m,48,"[F.0·G值0m] ('R6', '628-18(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值0m,49,"[F.0·G值0m] ('R6', '628-38(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值0m,50,"[F.0·G值0m] ('R6', '628-7(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值0m,51,"[F.0·G值0m] ('R6', '628-20(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值0m,52,"[F.0·G值0m] ('R6', 'R6-抵費地-1') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值0m,53,"[F.0·G值0m] ('R6', 'R6-抵費地-2') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·決策0m,0,"[F.0·決策0m] ('0m', 'G006', 'R3') 欄「MinA_街廓」: baseline='152.74' got=155.19"
F.0·決策0m,1,"[F.0·決策0m] ('0m', 'G007', 'R3') 欄「MinA_街廓」: baseline='152.74' got=155.19"
F.0·決策0m,2,"[F.0·決策0m] ('0m', 'G007', 'R5') 欄「MinA_街廓」: baseline='157.64' got=159.99"
F.0·決策0m,3,"[F.0·決策0m] ('0m', 'G009', 'R4') 欄「MinA_街廓」: baseline='114.07' got=115.85"
F.0·決策0m,4,"[F.0·決策0m] ('0m', 'G009', 'R6') 欄「MinA_街廓」: baseline='156.06' got=159.28"
F.0·決策0m,5,"[F.0·決策0m] ('0m', 'G010', 'R2') 欄「MinA_街廓」: baseline='153.65' got=155.64"
F.0·決策0m,6,"[F.0·決策0m] ('0m', 'G014', 'R3') 欄「MinA_街廓」: baseline='152.74' got=155.19"
F.0·決策0m,7,"[F.0·決策0m] ('0m', 'G017', 'R5') 欄「MinA_街廓」: baseline='157.64' got=159.99"
F.0·決策0m,8,"[F.0·決策0m] ('0m', 'G017', 'R6') 欄「MinA_街廓」: baseline='156.06' got=159.28"
F.0·G值3.5m,0,"[F.0·G值3.5m] ('R1', '628-36(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值3.5m,1,"[F.0·G值3.5m] ('R1', '628(5)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值3.5m,2,"[F.0·G值3.5m] ('R1', '628-34(3)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值3.5m,3,"[F.0·G值3.5m] ('R1', '628-37(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值3.5m,4,"[F.0·G值3.5m] ('R1', '628-35(2)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值3.5m,5,"[F.0·G值3.5m] ('R1', 'R1-抵費地-1') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值3.5m,6,"[F.0·G值3.5m] ('R1', 'R1-抵費地-2') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.0·G值3.5m,7,"[F.0·G值3.5m] ('R2', '628-42(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,8,"[F.0·G值3.5m] ('R2', '628-41(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,9,"[F.0·G值3.5m] ('R2', '628-40(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,10,"[F.0·G值3.5m] ('R2', '628-30(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,11,"[F.0·G值3.5m] ('R2', '628-39(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,12,"[F.0·G值3.5m] ('R2', '628-31(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,13,"[F.0·G值3.5m] ('R2', '628-35(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,14,"[F.0·G值3.5m] ('R2', '628-34(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,15,"[F.0·G值3.5m] ('R2', '628-49(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,16,"[F.0·G值3.5m] ('R2', '628-50(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,17,"[F.0·G值3.5m] ('R2', '628-51(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,18,"[F.0·G值3.5m] ('R2', '628-52(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,19,"[F.0·G值3.5m] ('R2', '628-32(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,20,"[F.0·G值3.5m] ('R2', 'R2-抵費地-1') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,21,"[F.0·G值3.5m] ('R2', 'R2-抵費地-2') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.0·G值3.5m,22,"[F.0·G值3.5m] ('R4', '628(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.0·G值3.5m,23,"[F.0·G值3.5m] ('R4', '628-1(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.0·G值3.5m,24,"[F.0·G值3.5m] ('R4', 'R4-抵費地') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.0·G值3.5m,25,"[F.0·G值3.5m] ('R5', '628-18(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值3.5m,26,"[F.0·G值3.5m] ('R5', '628-7(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值3.5m,27,"[F.0·G值3.5m] ('R5', '628-20(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值3.5m,28,"[F.0·G值3.5m] ('R5', '628-21(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值3.5m,29,"[F.0·G值3.5m] ('R5', '628(3)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值3.5m,30,"[F.0·G值3.5m] ('R5', '628-23(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值3.5m,31,"[F.0·G值3.5m] ('R5', '628-22(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值3.5m,32,"[F.0·G值3.5m] ('R5', '628-32(1)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值3.5m,33,"[F.0·G值3.5m] ('R5', '628-31(1)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值3.5m,34,"[F.0·G值3.5m] ('R5', 'R5-抵費地-1') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值3.5m,35,"[F.0·G值3.5m] ('R5', 'R5-抵費地-2') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.0·G值3.5m,36,"[F.0·G值3.5m] ('R3', '628(4)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,37,"[F.0·G值3.5m] ('R3', '628-34(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,38,"[F.0·G值3.5m] ('R3', '628-46(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,39,"[F.0·G值3.5m] ('R3', '628-48(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,40,"[F.0·G值3.5m] ('R3', '628-32(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,41,"[F.0·G值3.5m] ('R3', '628-42(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,42,"[F.0·G值3.5m] ('R3', '628-45(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,43,"[F.0·G值3.5m] ('R3', '628-29(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,44,"[F.0·G值3.5m] ('R3', '628-30(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,45,"[F.0·G值3.5m] ('R3', '628-31(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,46,"[F.0·G值3.5m] ('R3', 'R3-抵費地-1') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,47,"[F.0·G值3.5m] ('R3', 'R3-抵費地-2') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.0·G值3.5m,48,"[F.0·G值3.5m] ('R6', '628-1(2)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值3.5m,49,"[F.0·G值3.5m] ('R6', '628-4(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值3.5m,50,"[F.0·G值3.5m] ('R6', '628-21(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值3.5m,51,"[F.0·G值3.5m] ('R6', '628-18(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值3.5m,52,"[F.0·G值3.5m] ('R6', '628-38(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值3.5m,53,"[F.0·G值3.5m] ('R6', '628-7(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值3.5m,54,"[F.0·G值3.5m] ('R6', '628-20(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值3.5m,55,"[F.0·G值3.5m] ('R6', 'R6-抵費地-1') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·G值3.5m,56,"[F.0·G值3.5m] ('R6', 'R6-抵費地-2') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.0·決策3.5m,0,"[F.0·決策3.5m] ('3.5m', 'G006', 'R3') 欄「MinA_街廓」: baseline='152.74' got=155.19"
F.0·決策3.5m,1,"[F.0·決策3.5m] ('3.5m', 'G007', 'R3') 欄「MinA_街廓」: baseline='152.74' got=155.19"
F.0·決策3.5m,2,"[F.0·決策3.5m] ('3.5m', 'G007', 'R5') 欄「MinA_街廓」: baseline='157.64' got=159.99"
F.0·決策3.5m,3,"[F.0·決策3.5m] ('3.5m', 'G009', 'R4') 欄「MinA_街廓」: baseline='114.07' got=115.85"
F.0·決策3.5m,4,"[F.0·決策3.5m] ('3.5m', 'G009', 'R6') 欄「MinA_街廓」: baseline='156.06' got=159.28"
F.0·決策3.5m,5,"[F.0·決策3.5m] ('3.5m', 'G010', 'R2') 欄「MinA_街廓」: baseline='153.65' got=155.64"
F.0·決策3.5m,6,"[F.0·決策3.5m] ('3.5m', 'G014', 'R3') 欄「MinA_街廓」: baseline='152.74' got=155.19"
F.0·決策3.5m,7,"[F.0·決策3.5m] ('3.5m', 'G017', 'R5') 欄「MinA_街廓」: baseline='157.64' got=159.99"
F.0·決策3.5m,8,"[F.0·決策3.5m] ('3.5m', 'G017', 'R6') 欄「MinA_街廓」: baseline='156.06' got=159.28"
F.2·G值0m,0,"[F.2·G值0m] ('R1', '628-37(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值0m,1,"[F.2·G值0m] ('R1', '628-35(2)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值0m,2,"[F.2·G值0m] ('R1', '628(5)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值0m,3,"[F.2·G值0m] ('R1', '628-36(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值0m,4,"[F.2·G值0m] ('R1', 'R1-抵費地-1') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值0m,5,"[F.2·G值0m] ('R1', 'R1-抵費地-2') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值0m,6,"[F.2·G值0m] ('R4', '628(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.2·G值0m,7,"[F.2·G值0m] ('R4', '628-1(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.2·G值0m,8,"[F.2·G值0m] ('R4', 'R4-抵費地') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.2·G值0m,9,"[F.2·G值0m] ('R6', '628-4(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值0m,10,"[F.2·G值0m] ('R6', '628-21(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值0m,11,"[F.2·G值0m] ('R6', '628-18(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值0m,12,"[F.2·G值0m] ('R6', '628-38(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值0m,13,"[F.2·G值0m] ('R6', '628-7(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值0m,14,"[F.2·G值0m] ('R6', '628-20(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值0m,15,"[F.2·G值0m] ('R6', 'R6-抵費地-1') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值0m,16,"[F.2·G值0m] ('R6', 'R6-抵費地-2') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值0m,17,"[F.2·G值0m] ('R5', '628-18(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值0m,18,"[F.2·G值0m] ('R5', '628-7(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值0m,19,"[F.2·G值0m] ('R5', '628-20(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值0m,20,"[F.2·G值0m] ('R5', '628-23(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值0m,21,"[F.2·G值0m] ('R5', '628-22(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值0m,22,"[F.2·G值0m] ('R5', '628-21(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值0m,23,"[F.2·G值0m] ('R5', 'R5-抵費地') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值0m,24,"[F.2·G值0m] ('R2', '628-41(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,25,"[F.2·G值0m] ('R2', '628-42(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,26,"[F.2·G值0m] ('R2', '628-40(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,27,"[F.2·G值0m] ('R2', '628-30(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,28,"[F.2·G值0m] ('R2', '628-39(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,29,"[F.2·G值0m] ('R2', '628-31(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,30,"[F.2·G值0m] ('R2', '628-34(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,31,"[F.2·G值0m] ('R2', '628-49(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,32,"[F.2·G值0m] ('R2', '628-50(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,33,"[F.2·G值0m] ('R2', '628-51(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,34,"[F.2·G值0m] ('R2', '628-52(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,35,"[F.2·G值0m] ('R2', '628-32(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值0m,36,"[F.2·G值0m] ('R2', 'R2-抵費地') 欄「平均深度(m)」: baseline='43.9' got=44.47"
