測項,違規列序,違規全文
F.2·G值0m,37,"[F.2·G值0m] ('R3', '628-34(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值0m,38,"[F.2·G值0m] ('R3', '628-46(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值0m,39,"[F.2·G值0m] ('R3', '628-48(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值0m,40,"[F.2·G值0m] ('R3', '628-32(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值0m,41,"[F.2·G值0m] ('R3', '628-45(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值0m,42,"[F.2·G值0m] ('R3', '628-42(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值0m,43,"[F.2·G值0m] ('R3', '628-29(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值0m,44,"[F.2·G值0m] ('R3', '628-30(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值0m,45,"[F.2·G值0m] ('R3', '628-31(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值0m,46,"[F.2·G值0m] ('R3', 'R3-抵費地') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·池流向0m,0,"[F.2·池流向0m] ('0m', 'R1') 欄「MinA」: baseline='115.39' got=116.02"
F.2·池流向0m,1,"[F.2·池流向0m] ('0m', 'R2') 欄「MinA」: baseline='153.65' got=155.64"
F.2·池流向0m,2,"[F.2·池流向0m] ('0m', 'R3') 欄「MinA」: baseline='152.74' got=155.19"
F.2·池流向0m,3,"[F.2·池流向0m] ('0m', 'R4') 欄「MinA」: baseline='114.07' got=115.85"
F.2·池流向0m,4,"[F.2·池流向0m] ('0m', 'R5') 欄「MinA」: baseline='157.64' got=159.99"
F.2·池流向0m,5,"[F.2·池流向0m] ('0m', 'R6') 欄「MinA」: baseline='156.06' got=159.28"
F.2·G值3.5m,0,"[F.2·G值3.5m] ('R1', '628-36(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值3.5m,1,"[F.2·G值3.5m] ('R1', '628(5)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值3.5m,2,"[F.2·G值3.5m] ('R1', '628-37(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值3.5m,3,"[F.2·G值3.5m] ('R1', '628-35(2)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值3.5m,4,"[F.2·G值3.5m] ('R1', 'R1-抵費地-1') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值3.5m,5,"[F.2·G值3.5m] ('R1', 'R1-抵費地-2') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.2·G值3.5m,6,"[F.2·G值3.5m] ('R4', '628(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.2·G值3.5m,7,"[F.2·G值3.5m] ('R4', '628-1(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.2·G值3.5m,8,"[F.2·G值3.5m] ('R4', 'R4-抵費地') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.2·G值3.5m,9,"[F.2·G值3.5m] ('R6', '628-4(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值3.5m,10,"[F.2·G值3.5m] ('R6', '628-21(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值3.5m,11,"[F.2·G值3.5m] ('R6', '628-18(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值3.5m,12,"[F.2·G值3.5m] ('R6', '628-38(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值3.5m,13,"[F.2·G值3.5m] ('R6', '628-7(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值3.5m,14,"[F.2·G值3.5m] ('R6', '628-20(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值3.5m,15,"[F.2·G值3.5m] ('R6', 'R6-抵費地-1') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值3.5m,16,"[F.2·G值3.5m] ('R6', 'R6-抵費地-2') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.2·G值3.5m,17,"[F.2·G值3.5m] ('R5', '628-18(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值3.5m,18,"[F.2·G值3.5m] ('R5', '628-7(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值3.5m,19,"[F.2·G值3.5m] ('R5', '628-20(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值3.5m,20,"[F.2·G值3.5m] ('R5', '628-21(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值3.5m,21,"[F.2·G值3.5m] ('R5', '628-23(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值3.5m,22,"[F.2·G值3.5m] ('R5', '628-22(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值3.5m,23,"[F.2·G值3.5m] ('R5', 'R5-抵費地-1') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值3.5m,24,"[F.2·G值3.5m] ('R5', 'R5-抵費地-2') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.2·G值3.5m,25,"[F.2·G值3.5m] ('R2', '628-42(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,26,"[F.2·G值3.5m] ('R2', '628-41(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,27,"[F.2·G值3.5m] ('R2', '628-40(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,28,"[F.2·G值3.5m] ('R2', '628-30(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,29,"[F.2·G值3.5m] ('R2', '628-39(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,30,"[F.2·G值3.5m] ('R2', '628-31(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,31,"[F.2·G值3.5m] ('R2', '628-34(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,32,"[F.2·G值3.5m] ('R2', '628-49(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,33,"[F.2·G值3.5m] ('R2', '628-50(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,34,"[F.2·G值3.5m] ('R2', '628-51(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,35,"[F.2·G值3.5m] ('R2', '628-52(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,36,"[F.2·G值3.5m] ('R2', '628-32(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,37,"[F.2·G值3.5m] ('R2', 'R2-抵費地-1') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,38,"[F.2·G值3.5m] ('R2', 'R2-抵費地-2') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.2·G值3.5m,39,"[F.2·G值3.5m] ('R3', '628-34(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值3.5m,40,"[F.2·G值3.5m] ('R3', '628-46(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值3.5m,41,"[F.2·G值3.5m] ('R3', '628-48(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值3.5m,42,"[F.2·G值3.5m] ('R3', '628-32(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值3.5m,43,"[F.2·G值3.5m] ('R3', '628-42(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值3.5m,44,"[F.2·G值3.5m] ('R3', '628-45(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值3.5m,45,"[F.2·G值3.5m] ('R3', '628-29(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值3.5m,46,"[F.2·G值3.5m] ('R3', '628-30(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值3.5m,47,"[F.2·G值3.5m] ('R3', '628-31(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值3.5m,48,"[F.2·G值3.5m] ('R3', 'R3-抵費地-1') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·G值3.5m,49,"[F.2·G值3.5m] ('R3', 'R3-抵費地-2') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.2·池流向3.5m,0,"[F.2·池流向3.5m] ('3.5m', 'R1') 欄「MinA」: baseline='115.39' got=116.02"
F.2·池流向3.5m,1,"[F.2·池流向3.5m] ('3.5m', 'R2') 欄「MinA」: baseline='153.65' got=155.64"
F.2·池流向3.5m,2,"[F.2·池流向3.5m] ('3.5m', 'R3') 欄「MinA」: baseline='152.74' got=155.19"
F.2·池流向3.5m,3,"[F.2·池流向3.5m] ('3.5m', 'R4') 欄「MinA」: baseline='114.07' got=115.85"
F.2·池流向3.5m,4,"[F.2·池流向3.5m] ('3.5m', 'R5') 欄「MinA」: baseline='157.64' got=159.99"
F.2·池流向3.5m,5,"[F.2·池流向3.5m] ('3.5m', 'R6') 欄「MinA」: baseline='156.06' got=159.28"
F.3·G值0m,0,"[F.3·G值0m] ('R1', '628-37(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值0m,1,"[F.3·G值0m] ('R1', '628-35(2)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值0m,2,"[F.3·G值0m] ('R1', '628(5)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值0m,3,"[F.3·G值0m] ('R1', '628-36(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值0m,4,"[F.3·G值0m] ('R1', 'R1-抵費地-1') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值0m,5,"[F.3·G值0m] ('R1', 'R1-抵費地-2') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值0m,6,"[F.3·G值0m] ('R4', '628(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.3·G值0m,7,"[F.3·G值0m] ('R4', '628-1(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.3·G值0m,8,"[F.3·G值0m] ('R4', 'R4-抵費地') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.3·G值0m,9,"[F.3·G值0m] ('R6', '628-4(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值0m,10,"[F.3·G值0m] ('R6', '628-21(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值0m,11,"[F.3·G值0m] ('R6', '628-20(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值0m,12,"[F.3·G值0m] ('R6', '628-18(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值0m,13,"[F.3·G值0m] ('R6', '628-38(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值0m,14,"[F.3·G值0m] ('R6', '628-7(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值0m,15,"[F.3·G值0m] ('R6', 'R6-抵費地-1') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值0m,16,"[F.3·G值0m] ('R6', 'R6-抵費地-2') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值0m,17,"[F.3·G值0m] ('R5', '628-18(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值0m,18,"[F.3·G值0m] ('R5', '628-7(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值0m,19,"[F.3·G值0m] ('R5', '628-20(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值0m,20,"[F.3·G值0m] ('R5', '628-23(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值0m,21,"[F.3·G值0m] ('R5', '628-22(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值0m,22,"[F.3·G值0m] ('R5', '628-21(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值0m,23,"[F.3·G值0m] ('R5', 'R5-抵費地') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值0m,24,"[F.3·G值0m] ('R2', '628-41(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,25,"[F.3·G值0m] ('R2', '628-42(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,26,"[F.3·G值0m] ('R2', '628-40(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,27,"[F.3·G值0m] ('R2', '628-30(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,28,"[F.3·G值0m] ('R2', '628-39(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,29,"[F.3·G值0m] ('R2', '628-31(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,30,"[F.3·G值0m] ('R2', '628-34(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,31,"[F.3·G值0m] ('R2', '628-49(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,32,"[F.3·G值0m] ('R2', '628-50(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,33,"[F.3·G值0m] ('R2', '628-51(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,34,"[F.3·G值0m] ('R2', '628-52(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,35,"[F.3·G值0m] ('R2', '628-32(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,36,"[F.3·G值0m] ('R2', 'R2-抵費地') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值0m,37,"[F.3·G值0m] ('R3', '628-34(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值0m,38,"[F.3·G值0m] ('R3', '628-46(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值0m,39,"[F.3·G值0m] ('R3', '628-48(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值0m,40,"[F.3·G值0m] ('R3', '628-32(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值0m,41,"[F.3·G值0m] ('R3', '628-31(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值0m,42,"[F.3·G值0m] ('R3', '628-45(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值0m,43,"[F.3·G值0m] ('R3', '628-42(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值0m,44,"[F.3·G值0m] ('R3', '628-29(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值0m,45,"[F.3·G值0m] ('R3', '628-30(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值0m,46,"[F.3·G值0m] ('R3', 'R3-抵費地') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·池流向0m,0,"[F.3·池流向0m] ('0m', 'R1') 欄「MinA」: baseline='115.39' got=116.02"
F.3·池流向0m,1,"[F.3·池流向0m] ('0m', 'R2') 欄「MinA」: baseline='153.65' got=155.64"
F.3·池流向0m,2,"[F.3·池流向0m] ('0m', 'R3') 欄「MinA」: baseline='152.74' got=155.19"
F.3·池流向0m,3,"[F.3·池流向0m] ('0m', 'R4') 欄「MinA」: baseline='114.07' got=115.85"
F.3·池流向0m,4,"[F.3·池流向0m] ('0m', 'R5') 欄「MinA」: baseline='157.64' got=159.99"
F.3·池流向0m,5,"[F.3·池流向0m] ('0m', 'R6') 欄「MinA」: baseline='156.06' got=159.28"
F.3·G值3.5m,0,"[F.3·G值3.5m] ('R1', '628-36(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值3.5m,1,"[F.3·G值3.5m] ('R1', '628(5)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值3.5m,2,"[F.3·G值3.5m] ('R1', '628-37(1)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值3.5m,3,"[F.3·G值3.5m] ('R1', '628-35(2)') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值3.5m,4,"[F.3·G值3.5m] ('R1', 'R1-抵費地-1') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值3.5m,5,"[F.3·G值3.5m] ('R1', 'R1-抵費地-2') 欄「平均深度(m)」: baseline='32.97' got=33.15"
F.3·G值3.5m,6,"[F.3·G值3.5m] ('R4', '628(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.3·G值3.5m,7,"[F.3·G值3.5m] ('R4', '628-1(1)') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.3·G值3.5m,8,"[F.3·G值3.5m] ('R4', 'R4-抵費地') 欄「平均深度(m)」: baseline='32.59' got=33.1"
F.3·G值3.5m,9,"[F.3·G值3.5m] ('R6', '628-4(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值3.5m,10,"[F.3·G值3.5m] ('R6', '628-21(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值3.5m,11,"[F.3·G值3.5m] ('R6', '628-20(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值3.5m,12,"[F.3·G值3.5m] ('R6', '628-18(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值3.5m,13,"[F.3·G值3.5m] ('R6', '628-38(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值3.5m,14,"[F.3·G值3.5m] ('R6', '628-7(1)') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值3.5m,15,"[F.3·G值3.5m] ('R6', 'R6-抵費地-1') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值3.5m,16,"[F.3·G值3.5m] ('R6', 'R6-抵費地-2') 欄「平均深度(m)」: baseline='44.59' got=45.51"
F.3·G值3.5m,17,"[F.3·G值3.5m] ('R5', '628-18(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值3.5m,18,"[F.3·G值3.5m] ('R5', '628-7(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值3.5m,19,"[F.3·G值3.5m] ('R5', '628-20(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值3.5m,20,"[F.3·G值3.5m] ('R5', '628-23(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值3.5m,21,"[F.3·G值3.5m] ('R5', '628-22(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值3.5m,22,"[F.3·G值3.5m] ('R5', '628-21(2)') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值3.5m,23,"[F.3·G值3.5m] ('R5', 'R5-抵費地-1') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值3.5m,24,"[F.3·G值3.5m] ('R5', 'R5-抵費地-2') 欄「平均深度(m)」: baseline='45.04' got=45.71"
F.3·G值3.5m,25,"[F.3·G值3.5m] ('R2', '628-42(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,26,"[F.3·G值3.5m] ('R2', '628-41(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,27,"[F.3·G值3.5m] ('R2', '628-40(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,28,"[F.3·G值3.5m] ('R2', '628-30(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,29,"[F.3·G值3.5m] ('R2', '628-39(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,30,"[F.3·G值3.5m] ('R2', '628-31(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,31,"[F.3·G值3.5m] ('R2', '628-34(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,32,"[F.3·G值3.5m] ('R2', '628-49(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,33,"[F.3·G值3.5m] ('R2', '628-50(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,34,"[F.3·G值3.5m] ('R2', '628-51(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,35,"[F.3·G值3.5m] ('R2', '628-52(1)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,36,"[F.3·G值3.5m] ('R2', '628-32(2)') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,37,"[F.3·G值3.5m] ('R2', 'R2-抵費地-1') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,38,"[F.3·G值3.5m] ('R2', 'R2-抵費地-2') 欄「平均深度(m)」: baseline='43.9' got=44.47"
F.3·G值3.5m,39,"[F.3·G值3.5m] ('R3', '628-34(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值3.5m,40,"[F.3·G值3.5m] ('R3', '628-46(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值3.5m,41,"[F.3·G值3.5m] ('R3', '628-48(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值3.5m,42,"[F.3·G值3.5m] ('R3', '628-32(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值3.5m,43,"[F.3·G值3.5m] ('R3', '628-31(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值3.5m,44,"[F.3·G值3.5m] ('R3', '628-42(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值3.5m,45,"[F.3·G值3.5m] ('R3', '628-45(2)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值3.5m,46,"[F.3·G值3.5m] ('R3', '628-29(1)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值3.5m,47,"[F.3·G值3.5m] ('R3', '628-30(3)') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值3.5m,48,"[F.3·G值3.5m] ('R3', 'R3-抵費地-1') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·G值3.5m,49,"[F.3·G值3.5m] ('R3', 'R3-抵費地-2') 欄「平均深度(m)」: baseline='43.64' got=44.34"
F.3·池流向3.5m,0,"[F.3·池流向3.5m] ('3.5m', 'R1') 欄「MinA」: baseline='115.39' got=116.02"
F.3·池流向3.5m,1,"[F.3·池流向3.5m] ('3.5m', 'R2') 欄「MinA」: baseline='153.65' got=155.64"
F.3·池流向3.5m,2,"[F.3·池流向3.5m] ('3.5m', 'R3') 欄「MinA」: baseline='152.74' got=155.19"
F.3·池流向3.5m,3,"[F.3·池流向3.5m] ('3.5m', 'R4') 欄「MinA」: baseline='114.07' got=115.85"
F.3·池流向3.5m,4,"[F.3·池流向3.5m] ('3.5m', 'R5') 欄「MinA」: baseline='157.64' got=159.99"
F.3·池流向3.5m,5,"[F.3·池流向3.5m] ('3.5m', 'R6') 欄「MinA」: baseline='156.06' got=159.28"
