情境,所屬街廓,推進側別,暫編地號,ghost,分類,欄,live,harness,absdiff
0m,R2,left,628-42(1),否,⑤其他,累積S(m),5.71,5.62,0.09
0m,R2,left,628-42(1),否,⑤其他,A 地價比,1.8386,1.923,0.0844
0m,R2,left,628-42(1),否,⑤其他,負擔比率,0.4305,0.4436,0.0131
0m,R2,left,628-42(1),否,②area_geom,幾何面積(㎡),4.74,4.65,0.09
0m,R3,right,628-42(2),否,⑤其他,宗地寬度(m),1.89,1.95,0.06
0m,R3,right,628-42(2),否,⑤其他,W(m),6.35,6.55,0.2
0m,R3,right,628-42(2),否,⑤其他,G(㎡),85.07,87.7,2.63
0m,R3,right,628-42(2),否,①迭代/收斂,迭代次數,18,16,2
0m,R3,right,628-42(2),否,⑤其他,Rw(%),11.35,11.62,0.27
0m,R3,right,628-42(2),否,⑤其他,累積S(m),6.38,6.58,0.2
0m,R3,right,628-42(2),否,⑤其他,A 地價比,1.9407,1.8218,0.1189
0m,R3,right,628-42(2),否,⑤其他,負擔比率,0.4457,0.4285,0.0172
0m,R3,right,628-42(2),否,⑤其他,S(m),1.9,1.96,0.06
0m,R3,right,628-42(2),否,②area_geom,幾何面積(㎡),85.07,87.7,2.63
0m,R2,left,628-43(1),否,⑤其他,W(m),12.91,12.67,0.24
0m,R2,left,628-43(1),否,①迭代/收斂,迭代次數,17,18,1
0m,R2,left,628-43(1),否,⑤其他,累積S(m),12.94,12.7,0.24
0m,R2,left,628-43(1),否,⑤其他,A 地價比,1.8386,1.923,0.0844
0m,R2,left,628-43(1),否,⑤其他,負擔比率,0.4222,0.4444,0.0222
0m,R2,left,628-43(1),否,②area_geom,幾何面積(㎡),0.27,0.25,0.02
0m,R5,left,628-45(1),否,⑤其他,宗地寬度(m),1.17,1.21,0.04
0m,R5,left,628-45(1),否,⑤其他,W(m),7.54,7.73,0.19
0m,R5,left,628-45(1),否,⑤其他,G(㎡),51.55,53.14,1.59
0m,R5,left,628-45(1),否,①迭代/收斂,迭代次數,18,14,4
0m,R5,left,628-45(1),否,⑤其他,Rw(%),6.53,6.68,0.15
0m,R5,left,628-45(1),否,⑤其他,累積S(m),7.58,7.77,0.19
0m,R5,left,628-45(1),否,⑤其他,A 地價比,1.9407,1.8218,0.1189
0m,R5,left,628-45(1),否,⑤其他,負擔比率,0.444,0.4268,0.0172
0m,R5,left,628-45(1),否,⑤其他,S(m),1.18,1.22,0.04
0m,R5,left,628-45(1),否,②area_geom,幾何面積(㎡),51.55,53.15,1.6
0m,R3,right,628-45(2),否,⑤其他,宗地寬度(m),4.46,4.6,0.14
0m,R3,right,628-45(2),否,⑤其他,W(m),4.46,4.6,0.14
0m,R3,right,628-45(2),否,⑤其他,G(㎡),195.25,201.36,6.11
0m,R3,right,628-45(2),否,①迭代/收斂,迭代次數,17,13,4
0m,R3,right,628-45(2),否,⑤其他,Rw(%),40.66,41.5,0.84
0m,R3,right,628-45(2),否,⑤其他,累積S(m),4.48,4.62,0.14
0m,R3,right,628-45(2),否,⑤其他,A 地價比,1.9407,1.8218,0.1189
0m,R3,right,628-45(2),否,⑤其他,負擔比率,0.4612,0.4443,0.0169
0m,R3,right,628-45(2),否,⑤其他,S(m),4.48,4.62,0.14
0m,R3,right,628-45(2),否,②area_geom,幾何面積(㎡),195.24,201.35,6.11
0m,R3,left,628-46(1),否,⑤其他,宗地寬度(m),1.65,1.7,0.05
0m,R3,left,628-46(1),否,⑤其他,G(㎡),72.77,74.99,2.22
0m,R3,left,628-46(1),否,①迭代/收斂,迭代次數,13,17,4
0m,R3,left,628-46(1),否,⑤其他,累積S(m),11.68,12.02,0.34
0m,R3,left,628-46(1),否,⑤其他,A 地價比,1.9407,1.8218,0.1189
0m,R3,left,628-46(1),否,⑤其他,負擔比率,0.4171,0.3994,0.0177
0m,R3,left,628-46(1),否,⑤其他,S(m),1.66,1.71,0.05
0m,R3,left,628-46(1),否,②area_geom,幾何面積(㎡),72.77,74.99,2.22
0m,R3,left,628-47(1),否,⑤其他,宗地寬度(m),3.26,3.36,0.1
0m,R3,left,628-47(1),否,⑤其他,G(㎡),143.39,147.75,4.36
0m,R3,left,628-47(1),否,①迭代/收斂,迭代次數,18,16,2
0m,R3,left,628-47(1),否,⑤其他,累積S(m),10.02,10.31,0.29
0m,R3,left,628-47(1),否,⑤其他,A 地價比,1.9407,1.8218,0.1189
0m,R3,left,628-47(1),否,⑤其他,負擔比率,0.4171,0.3994,0.0177
0m,R3,left,628-47(1),否,⑤其他,S(m),3.27,3.37,0.1
0m,R3,left,628-47(1),否,②area_geom,幾何面積(㎡),143.38,147.75,4.37
0m,R3,left,628-48(1),否,⑤其他,宗地寬度(m),3.26,3.36,0.1
0m,R3,left,628-48(1),否,⑤其他,G(㎡),143.4,147.76,4.36
0m,R3,left,628-48(1),否,①迭代/收斂,迭代次數,14,16,2
0m,R3,left,628-48(1),否,⑤其他,累積S(m),14.95,15.39,0.44
0m,R3,left,628-48(1),否,⑤其他,A 地價比,1.9407,1.8218,0.1189
0m,R3,left,628-48(1),否,⑤其他,負擔比率,0.4171,0.3993,0.0178
0m,R3,left,628-48(1),否,⑤其他,S(m),3.27,3.37,0.1
0m,R3,left,628-48(1),否,②area_geom,幾何面積(㎡),143.39,147.77,4.38
0m,R2,right,628-49(1),否,⑤其他,宗地寬度(m),1.48,1.45,0.03
0m,R2,right,628-49(1),否,⑤其他,G(㎡),65.45,64.07,1.38
0m,R2,right,628-49(1),否,①迭代/收斂,迭代次數,17,16,1
0m,R2,right,628-49(1),否,⑤其他,累積S(m),12.62,12.36,0.26
0m,R2,right,628-49(1),否,⑤其他,A 地價比,1.8386,1.923,0.0844
0m,R2,right,628-49(1),否,⑤其他,負擔比率,0.4017,0.4143,0.0126
0m,R2,right,628-49(1),否,⑤其他,S(m),1.48,1.45,0.03
0m,R2,right,628-49(1),否,②area_geom,幾何面積(㎡),65.45,64.06,1.39
0m,R3,left,628-49(2),否,⑤其他,宗地寬度(m),1.79,1.84,0.05
0m,R3,left,628-49(2),否,⑤其他,G(㎡),79.05,81.46,2.41
0m,R3,left,628-49(2),否,①迭代/收斂,迭代次數,17,15,2
0m,R3,left,628-49(2),否,⑤其他,累積S(m),16.75,17.24,0.49
0m,R3,left,628-49(2),否,⑤其他,A 地價比,1.9407,1.8218,0.1189
0m,R3,left,628-49(2),否,⑤其他,負擔比率,0.4171,0.3993,0.0178
0m,R3,left,628-49(2),否,⑤其他,S(m),1.8,1.85,0.05
0m,R3,left,628-49(2),否,②area_geom,幾何面積(㎡),79.05,81.46,2.41
0m,R2,right,628-50(1),否,⑤其他,宗地寬度(m),3.32,3.25,0.07
0m,R2,right,628-50(1),否,⑤其他,G(㎡),147.18,144.08,3.1
0m,R2,right,628-50(1),否,⑤其他,累積S(m),15.95,15.62,0.33
0m,R2,right,628-50(1),否,⑤其他,A 地價比,1.8386,1.923,0.0844
0m,R2,right,628-50(1),否,⑤其他,負擔比率,0.4017,0.4143,0.0126
0m,R2,right,628-50(1),否,⑤其他,S(m),3.33,3.26,0.07
0m,R2,right,628-50(1),否,②area_geom,幾何面積(㎡),147.18,144.08,3.1
0m,R2,right,628-51(1),否,⑤其他,宗地寬度(m),3.31,3.24,0.07
0m,R2,right,628-51(1),否,⑤其他,G(㎡),146.59,143.5,3.09
0m,R2,right,628-51(1),否,⑤其他,累積S(m),19.27,18.87,0.4
0m,R2,right,628-51(1),否,⑤其他,A 地價比,1.8386,1.923,0.0844
0m,R2,right,628-51(1),否,⑤其他,負擔比率,0.4017,0.4143,0.0126
0m,R2,right,628-51(1),否,⑤其他,S(m),3.32,3.25,0.07
0m,R2,right,628-51(1),否,②area_geom,幾何面積(㎡),146.59,143.5,3.09
0m,R2,right,628-52(1),否,⑤其他,宗地寬度(m),1.62,1.59,0.03
0m,R2,right,628-52(1),否,⑤其他,G(㎡),71.6,70.09,1.51
0m,R2,right,628-52(1),否,⑤其他,累積S(m),20.89,20.46,0.43
0m,R2,right,628-52(1),否,⑤其他,A 地價比,1.8386,1.923,0.0844
0m,R2,right,628-52(1),否,⑤其他,負擔比率,0.4016,0.4143,0.0127
0m,R2,right,628-52(1),否,⑤其他,S(m),1.62,1.59,0.03
0m,R2,right,628-52(1),否,②area_geom,幾何面積(㎡),71.6,70.09,1.51
0m,R6,right,628-53(1),否,⑤其他,W(m),10.4,10.07,0.33
0m,R6,right,628-53(1),否,①迭代/收斂,迭代次數,17,16,1
0m,R6,right,628-53(1),否,⑤其他,累積S(m),10.44,10.1,0.34
0m,R6,right,628-53(1),否,⑤其他,A 地價比,1.8386,2.0243,0.1857
0m,R6,right,628-53(1),否,⑤其他,負擔比率,0.4318,0.4545,0.0227
0m,R5,left,628-53(2),否,⑤其他,W(m),6.37,6.52,0.15
0m,R5,left,628-53(2),否,⑤其他,G(㎡),1.54,1.59,0.05
0m,R5,left,628-53(2),否,⑤其他,累積S(m),6.4,6.55,0.15
0m,R5,left,628-53(2),否,⑤其他,A 地價比,1.9407,1.8218,0.1189
0m,R5,left,628-53(2),否,⑤其他,負擔比率,0.446,0.4281,0.0179
0m,R5,left,628-53(2),否,②area_geom,幾何面積(㎡),1.54,1.6,0.06
0m,R6,right,628-7(1),否,⑤其他,宗地寬度(m),6.97,6.63,0.34
0m,R6,right,628-7(1),否,⑤其他,W(m),20.08,19.28,0.8
0m,R6,right,628-7(1),否,⑤其他,G(㎡),306.92,291.73,15.19
0m,R6,right,628-7(1),否,①迭代/收斂,迭代次數,11,17,6
0m,R6,right,628-7(1),否,⑤其他,Rw(%),15.58,17.4,1.82
0m,R6,right,628-7(1),否,⑤其他,累積S(m),20.15,19.34,0.81
0m,R6,right,628-7(1),否,⑤其他,A 地價比,1.8386,2.0243,0.1857
0m,R6,right,628-7(1),否,⑤其他,負擔比率,0.4131,0.4422,0.0291
0m,R6,right,628-7(1),否,⑤其他,S(m),6.99,6.65,0.34
0m,R6,right,628-7(1),否,②area_geom,幾何面積(㎡),306.93,291.74,15.19
0m,R5,left,628-7(2),否,⑤其他,宗地寬度(m),5.56,5.73,0.17
0m,R5,left,628-7(2),否,⑤其他,W(m),13.1,13.46,0.36
0m,R5,left,628-7(2),否,⑤其他,G(㎡),244.76,252.38,7.62
0m,R5,left,628-7(2),否,①迭代/收斂,迭代次數,18,15,3
0m,R5,left,628-7(2),否,⑤其他,Rw(%),25.75,26.1,0.35
0m,R5,left,628-7(2),否,⑤其他,累積S(m),13.16,13.52,0.36
0m,R5,left,628-7(2),否,⑤其他,A 地價比,1.9407,1.8218,0.1189
0m,R5,left,628-7(2),否,⑤其他,負擔比率,0.4395,0.4221,0.0174
0m,R5,left,628-7(2),否,⑤其他,S(m),5.58,5.75,0.17
0m,R5,left,628-7(2),否,②area_geom,幾何面積(㎡),244.76,252.39,7.63
0m,R1,抵費地,R1-抵費地-1,否,②area_geom,幾何面積(㎡),1170.17,1162.41,7.76
0m,R2,抵費地,R2-抵費地,否,②area_geom,幾何面積(㎡),1799.53,1853.93,54.4
0m,R3,抵費地,R3-抵費地-1,否,②area_geom,幾何面積(㎡),1713.84,1639.36,74.48
0m,R4,抵費地,R4-抵費地,否,②area_geom,幾何面積(㎡),1229.83,1222.05,7.78
0m,R5,抵費地,R5-抵費地,否,②area_geom,幾何面積(㎡),1765.61,1693.09,72.52
0m,R6,抵費地,R6-抵費地-1,否,②area_geom,幾何面積(㎡),1548.4,1657.92,109.52
