暫編地號,原地號,所屬街廓,重劃前區段,a 面積(㎡),街廓面積(㎡),正面長度(m),平均深度(m),A 地價比,l₂ 正面尺度,l₁ 側面尺度,街角地,第1筆街角,街角側別,F(m),W(m),Rw(%),S(m),幾何面積(㎡),G(㎡),累積S(m),推進側別,解法,迭代次數,是否收斂,負擔比率,宗地寬度(m),畸零地旗標
628-40(1),628-40,R2,b,513.48,4368.6,100.03,43.9,1.923,2.0,1.0,否,否,—,44.95,18.26,21.08,6.53,292.65,292.65,18.31,left,幾何二分法,18,✅,0.4301,6.51,
628-43(1),628-43,R2,b,0.45,4368.6,100.03,43.9,1.923,2.0,1.0,否,否,—,44.95,18.27,0.0,0.01,0.27,0.26,18.32,left,幾何二分法,18,✅,0.4222,0.01,⚠️移出/第1調配順位
628-30(2),628-30,R2,b,150.3,4368.6,100.03,43.9,1.923,2.0,1.0,否,否,—,44.95,20.23,0.0,1.97,88.08,88.08,20.29,left,幾何二分法,16,✅,0.414,1.97,⚠️移出/第1調配順位
628-39(1),628-39,R2,b,395.15,4368.6,100.03,43.9,1.923,2.0,1.0,否,否,—,44.95,25.39,0.0,5.17,231.56,231.56,25.46,left,幾何二分法,17,✅,0.414,5.16,
628-31(2),628-31,R2,b,654.32,4368.6,100.03,43.9,1.923,2.0,1.0,否,否,—,44.95,33.95,0.0,8.58,383.42,383.41,34.04,left,幾何二分法,16,✅,0.414,8.56,
628-35(1),628-35,R2,b,98.54,4368.6,100.03,43.9,1.923,2.0,0.0,否,否,—,0.0,0.0,0.0,1.31,57.71,57.71,1.31,right,幾何二分法,15,✅,0.4143,1.31,⚠️移出/第1調配順位
628-34(1),628-34,R2,b,722.28,4368.6,100.03,43.9,1.923,2.0,0.0,否,否,—,0.0,0.0,0.0,9.6,423.0,423.0,10.91,right,幾何二分法,16,✅,0.4144,9.58,
628-49(1),628-49,R2,b,109.39,4368.6,100.03,43.9,1.923,2.0,0.0,否,否,—,0.0,0.0,0.0,1.45,64.06,64.07,12.36,right,幾何二分法,17,✅,0.4143,1.45,⚠️移出/第1調配順位
628-50(1),628-50,R2,b,246.0,4368.6,100.03,43.9,1.923,2.0,0.0,否,否,—,0.0,0.0,0.0,3.26,144.08,144.08,15.62,right,幾何二分法,14,✅,0.4143,3.25,⚠️移出/第1調配順位
628-51(1),628-51,R2,b,245.0,4368.6,100.03,43.9,1.923,2.0,0.0,否,否,—,0.0,0.0,0.0,3.25,143.5,143.5,18.87,right,幾何二分法,15,✅,0.4143,3.24,⚠️移出/第1調配順位
628-52(1),628-52,R2,b,119.66,4368.6,100.03,43.9,1.923,2.0,0.0,否,否,—,0.0,0.0,0.0,1.59,70.08,70.09,20.46,right,幾何二分法,16,✅,0.4143,1.59,⚠️移出/第1調配順位
628-32(2),628-32,R2,b,730.37,4368.6,100.03,43.9,1.923,2.0,0.0,否,否,—,0.0,0.0,0.0,9.67,427.82,427.81,30.13,right,幾何二分法,15,✅,0.4143,9.65,
R2-抵費地-1,—,R2,—,0.0,4368.6,100.03,43.9,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1595.18,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R2-抵費地-2,—,R2,—,0.0,4368.6,100.03,43.9,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,233.74,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628(1),628,R4,a,2428.44,3207.87,98.89,32.59,1.7206,0.0,1.0,是,是,左側,33.27,47.05,100.0,47.1,1527.02,1527.02,47.1,left,幾何二分法,16,✅,0.3712,47.05,
628-1(1),628-1,R4,a,757.92,3207.87,98.89,32.59,1.7206,0.0,1.0,是,是,右側,33.08,14.84,90.76,14.86,458.73,458.74,14.86,right,幾何二分法,16,✅,0.3947,14.84,
R4-抵費地,—,R4,—,0.0,3207.87,98.89,32.59,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1222.05,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628(2),628,R6,a,11.49,3976.3,85.85,44.59,1.7206,2.0,0.0,否,否,—,0.0,0.0,0.0,0.15,7.1,7.1,0.15,left,幾何二分法,15,✅,0.3821,0.15,⚠️移出/第1調配順位
628-1(2),628-1,R6,a,227.41,3976.3,85.85,44.59,1.7206,2.0,0.0,否,否,—,0.0,0.0,0.0,2.96,140.45,140.45,3.11,left,幾何二分法,18,✅,0.3824,2.95,⚠️移出/第1調配順位
628-23(1),628-23,R6,b,118.41,3976.3,85.85,44.59,2.0243,2.0,0.0,否,否,—,0.0,0.0,0.0,1.43,67.74,67.74,4.54,left,幾何二分法,17,✅,0.4279,1.43,⚠️移出/第1調配順位
628-4(1),628-4,R6,b,1154.0,3976.3,85.85,44.59,2.0243,2.0,0.0,否,否,—,0.0,0.0,0.0,14.06,660.0,660.0,18.6,left,幾何二分法,18,✅,0.4281,14.01,
628-22(1),628-22,R6,b,253.91,3976.3,85.85,44.59,2.0243,2.0,0.0,否,否,—,0.0,0.0,0.0,3.12,145.18,145.17,21.72,left,幾何二分法,16,✅,0.4283,3.11,⚠️移出/第1調配順位
628-21(1),628-21,R6,b,351.16,3976.3,85.85,44.59,2.0243,2.0,0.0,否,否,—,0.0,0.0,0.0,4.33,200.73,200.74,26.05,left,幾何二分法,16,✅,0.4284,4.32,
628-18(1),628-18,R6,b,551.09,3976.3,85.85,44.59,2.0243,2.0,1.0,是,是,右側,43.38,10.06,71.37,10.09,280.91,280.91,10.09,right,幾何二分法,17,✅,0.4903,10.06,
628-53(1),628-53,R6,b,0.44,3976.3,85.85,44.59,2.0243,2.0,1.0,否,否,—,43.38,10.07,0.03,0.01,0.25,0.24,10.1,right,幾何二分法,16,✅,0.4545,0.01,⚠️移出/第1調配順位
628-38(1),628-38,R6,b,205.6,3976.3,85.85,44.59,2.0243,2.0,1.0,否,否,—,43.38,12.65,11.19,2.59,113.03,113.02,12.69,right,幾何二分法,17,✅,0.4503,2.58,⚠️移出/第1調配順位
628-7(1),628-7,R6,b,522.97,3976.3,85.85,44.59,2.0243,2.0,1.0,否,否,—,43.38,19.28,17.4,6.65,291.74,291.73,19.34,right,幾何二分法,17,✅,0.4422,6.63,
628-20(1),628-20,R6,b,570.15,3976.3,85.85,44.59,2.0243,2.0,1.0,否,否,—,43.38,26.61,0.0,7.36,325.34,325.33,26.7,right,幾何二分法,17,✅,0.4294,7.34,
R6-抵費地-1,—,R6,—,0.0,3976.3,85.85,44.59,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1657.92,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R6-抵費地-2,—,R6,—,0.0,3976.3,85.85,44.59,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,85.66,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-53(2),628-53,R5,b,2.78,4150.21,92.8,45.04,1.8218,2.0,1.0,否,否,—,43.53,6.68,0.21,0.04,1.59,1.59,6.71,left,幾何二分法,18,✅,0.4281,0.04,⚠️移出/第1調配順位
628-18(2),628-18,R5,b,381.09,4150.21,92.8,45.04,1.8218,2.0,1.0,否,否,—,43.53,11.67,24.7,5.01,219.5,219.5,11.72,left,幾何二分法,18,✅,0.424,4.99,
628-45(1),628-45,R5,b,92.71,4150.21,92.8,45.04,1.8218,2.0,1.0,否,否,—,43.53,12.89,4.97,1.22,53.8,53.8,12.94,left,幾何二分法,17,✅,0.4197,1.21,⚠️移出/第1調配順位
628-7(2),628-7,R5,b,436.69,4150.21,92.8,45.04,1.8218,2.0,1.0,否,否,—,43.53,18.67,16.44,5.81,256.1,256.11,18.75,left,幾何二分法,14,✅,0.4135,5.79,
628-20(2),628-20,R5,b,514.7,4150.21,92.8,45.04,1.8218,2.0,1.0,否,否,—,43.53,25.6,0.0,6.96,309.3,309.3,25.71,left,幾何二分法,16,✅,0.3991,6.93,
628-30(1),628-30,R5,b,26.99,4150.21,92.8,45.04,1.8218,2.0,1.0,否,否,—,43.53,25.96,0.0,0.36,16.23,16.22,26.07,left,幾何二分法,17,✅,0.399,0.36,⚠️移出/第1調配順位
628-21(2),628-21,R5,b,806.84,4150.21,92.8,45.04,1.8218,2.0,1.0,否,否,—,43.53,36.73,0.0,10.81,485.05,485.05,36.88,left,幾何二分法,18,✅,0.3988,10.76,
628(3),628,R5,a,236.68,4150.21,92.8,45.04,1.5486,2.0,0.0,否,否,—,0.0,0.0,0.0,3.19,152.29,152.3,3.19,right,幾何二分法,11,✅,0.3565,3.18,⚠️移出/第1調配順位
628-23(2),628-23,R5,b,724.48,4150.21,92.8,45.04,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,9.21,436.43,436.44,12.4,right,幾何二分法,16,✅,0.3976,9.17,
628-22(2),628-22,R5,b,890.41,4150.21,92.8,45.04,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,11.43,536.2,536.19,23.83,right,幾何二分法,14,✅,0.3978,11.38,
628-32(1),628-32,R5,b,5.39,4150.21,92.8,45.04,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,0.07,3.24,3.25,23.9,right,幾何二分法,15,✅,0.397,0.07,⚠️移出/第1調配順位
628-31(1),628-31,R5,b,18.34,4150.21,92.8,45.04,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,0.24,11.05,11.04,24.14,right,幾何二分法,16,✅,0.398,0.24,⚠️移出/第1調配順位
R5-抵費地-1,—,R5,—,0.0,4150.21,92.8,45.04,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1457.15,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R5-抵費地-2,—,R5,—,0.0,4150.21,92.8,45.04,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,212.79,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628(4),628,R3,a,71.69,4206.8,93.41,43.64,1.5486,2.0,0.0,否,否,—,0.0,0.0,0.0,1.05,45.97,45.98,1.05,left,幾何二分法,15,✅,0.3586,1.05,⚠️移出/第1調配順位
628-34(2),628-34,R3,b,429.35,4206.8,93.41,43.64,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,5.89,257.86,257.86,6.94,left,幾何二分法,16,✅,0.3994,5.86,
628-47(1),628-47,R3,b,246.0,4206.8,93.41,43.64,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,3.37,147.76,147.75,10.31,left,幾何二分法,16,✅,0.3994,3.36,⚠️移出/第1調配順位
628-46(1),628-46,R3,b,124.85,4206.8,93.41,43.64,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,1.71,74.99,74.99,12.02,left,幾何二分法,15,✅,0.3994,1.7,⚠️移出/第1調配順位
628-48(1),628-48,R3,b,246.0,4206.8,93.41,43.64,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,3.37,147.75,147.76,15.39,left,幾何二分法,16,✅,0.3993,3.36,⚠️移出/第1調配順位
628-49(2),628-49,R3,b,135.61,4206.8,93.41,43.64,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,1.85,81.46,81.46,17.24,left,幾何二分法,17,✅,0.3993,1.84,⚠️移出/第1調配順位
628-32(3),628-32,R3,b,722.88,4206.8,93.41,43.64,1.8218,2.0,0.0,否,否,—,0.0,0.0,0.0,9.87,434.25,434.24,27.11,left,幾何二分法,17,✅,0.3993,9.83,
628-42(2),628-42,R3,b,153.46,4206.8,93.41,43.64,1.8218,2.0,1.0,否,否,—,44.9,9.01,10.39,1.97,88.17,88.18,9.05,right,幾何二分法,17,✅,0.4254,1.96,⚠️移出/第1調配順位
628-27(2),628-27,R3,b,46.68,4206.8,93.41,43.64,1.8218,2.0,1.0,否,否,—,44.9,9.61,2.88,0.6,26.94,26.93,9.65,right,幾何二分法,15,✅,0.4231,0.6,⚠️移出/第1調配順位
628-28(1),628-28,R3,b,114.0,4206.8,93.41,43.64,1.8218,2.0,1.0,否,否,—,44.9,11.08,6.8,1.47,65.86,65.86,11.12,right,幾何二分法,17,✅,0.4223,1.46,⚠️移出/第1調配順位
628-45(2),628-45,R3,b,362.38,4206.8,93.41,43.64,1.8218,2.0,1.0,否,否,—,44.9,15.78,17.67,4.72,210.9,210.89,15.84,right,幾何二分法,17,✅,0.418,4.7,
628-29(1),628-29,R3,b,114.0,4206.8,93.41,43.64,1.8218,2.0,1.0,否,否,—,44.9,17.27,4.38,1.5,66.8,66.8,17.34,right,幾何二分法,17,✅,0.414,1.49,⚠️移出/第1調配順位
628-30(3),628-30,R3,b,783.29,4206.8,93.41,43.64,1.8218,2.0,1.0,否,否,—,44.9,27.77,1.9,10.54,470.03,470.03,27.88,right,幾何二分法,14,✅,0.3999,10.5,
628-31(3),628-31,R3,b,652.89,4206.8,93.41,43.64,1.8218,2.0,1.0,否,否,—,44.9,36.56,0.0,8.82,392.37,392.36,36.7,right,幾何二分法,15,✅,0.399,8.78,
R3-抵費地-1,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1306.1,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R3-抵費地-2,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,389.8,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
