暫編地號,原地號,所屬街廓,重劃前區段,a 面積(㎡),街廓面積(㎡),正面長度(m),平均深度(m),A 地價比,l₂ 正面尺度,l₁ 側面尺度,街角地,第1筆街角,街角側別,F(m),W(m),Rw(%),S(m),幾何面積(㎡),G(㎡),累積S(m),推進側別,解法,迭代次數,是否收斂,負擔比率,宗地寬度(m),畸零地旗標
628-32(2),628-32,R2,b,862.56,4368.6,100.03,43.9,1.9024,2.0,0.0,否,否,—,0.0,0.0,0.0,11.46,507.92,507.92,36.16,right,幾何二分法,17,✅,0.4111,11.43,
R2-抵費地,—,R2,—,0.0,4368.6,100.03,43.9,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1273.43,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
628-34(2),628-34,R3,b,442.5,4206.8,93.41,43.64,1.8023,2.0,0.0,否,否,—,0.0,0.0,0.0,6.1,267.05,267.05,6.1,left,幾何二分法,17,✅,0.3965,6.07,
628-46(1),628-46,R3,b,246.0,4206.8,93.41,43.64,1.8023,2.0,0.0,否,否,—,0.0,0.0,0.0,3.39,148.46,148.47,9.49,left,幾何二分法,18,✅,0.3965,3.38,⚠️移出/第1調配順位
628-48(1),628-48,R3,b,627.61,4206.8,93.41,43.64,1.8023,2.0,0.0,否,否,—,0.0,0.0,0.0,8.63,378.8,378.81,18.12,left,幾何二分法,14,✅,0.3964,8.59,
628-32(3),628-32,R3,b,858.44,4206.8,93.41,43.64,1.8023,2.0,0.0,否,否,—,0.0,0.0,0.0,11.77,518.2,518.19,29.89,left,幾何二分法,17,✅,0.3964,11.72,
628-31(3),628-31,R3,b,792.09,4206.8,93.41,43.64,1.8023,2.0,0.0,否,否,—,0.0,0.0,0.0,10.83,478.2,478.19,40.72,left,幾何二分法,17,✅,0.3963,10.78,
628-45(2),628-45,R3,b,961.26,4206.8,93.41,43.64,1.8023,2.0,1.0,是,是,右側,44.9,12.32,81.29,12.38,548.56,548.55,12.38,right,幾何二分法,14,✅,0.4293,12.33,
628-42(2),628-42,R3,b,761.66,4206.8,93.41,43.64,1.8023,2.0,1.0,否,否,—,44.9,22.42,18.72,10.14,452.69,452.68,22.52,right,幾何二分法,16,✅,0.4057,10.1,
628-29(1),628-29,R3,b,228.0,4206.8,93.41,43.64,1.8023,2.0,1.0,否,否,—,44.9,25.5,0.0,3.09,137.7,137.7,25.61,right,幾何二分法,16,✅,0.3961,3.08,⚠️移出/第1調配順位
628-30(3),628-30,R3,b,834.95,4206.8,93.41,43.64,1.8023,2.0,1.0,否,否,—,44.9,36.79,0.0,11.34,504.21,504.21,36.95,right,幾何二分法,15,✅,0.3961,11.29,
R3-抵費地-1,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,694.62,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R3-抵費地-2,—,R3,—,0.0,4206.8,93.41,43.64,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,78.19,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
